,SSC,variable,value,sortOrder
18988,Strathalbyn (SA),$125-149,12,5
18989,Streaky Bay,$125-149,9,5
18990,Sturt (SA),$125-149,30,5
18991,Sunlands,$125-149,5,5
18992,Surrey Downs,$125-149,11,5
18993,Swan Reach (SA),$125-149,3,5
18994,Tailem Bend,$125-149,6,5
18995,Tanunda,$125-149,4,5
18996,Taperoo,$125-149,33,5
18997,Tarpeena,$125-149,8,5
18998,Tea Tree Gully,$125-149,5,5
18999,Thebarton,$125-149,7,5
19000,Tintinara,$125-149,7,5
19001,Torrens Park,$125-149,6,5
19002,Torrensville,$125-149,16,5
19003,Tranmere (SA),$125-149,6,5
19004,Trott Park,$125-149,3,5
19005,Tumby Bay,$125-149,5,5
19006,Tusmore,$125-149,3,5
19007,Two Wells,$125-149,4,5
19008,Underdale,$125-149,4,5
19009,Unley,$125-149,14,5
19010,Vale Park,$125-149,4,5
19011,Valley View,$125-149,3,5
19012,Victor Harbor,$125-149,21,5
19013,Virginia (SA),$125-149,4,5
19014,Waikerie,$125-149,24,5
19015,Walkerville (SA),$125-149,9,5
19016,Walkley Heights,$125-149,8,5
19017,Wallaroo (SA),$125-149,19,5
19018,Warradale,$125-149,18,5
19019,Waterloo Corner,$125-149,10,5
19020,Wayville,$125-149,3,5
19021,Welland,$125-149,3,5
19022,West Beach (SA),$125-149,4,5
19023,West Croydon,$125-149,7,5
19024,West Hindmarsh,$125-149,4,5
19025,West Lakes,$125-149,8,5
19026,West Lakes Shore,$125-149,3,5
19027,West Richmond,$125-149,3,5
19028,Whyalla,$125-149,21,5
19029,Whyalla Norrie,$125-149,71,5
19030,Whyalla Playford,$125-149,18,5
19031,Whyalla Stuart,$125-149,112,5
19032,Willaston,$125-149,8,5
19033,Wilmington,$125-149,4,5
19034,Windsor Gardens,$125-149,20,5
19035,Wirrina Cove,$125-149,5,5
19036,Woodcroft (SA),$125-149,15,5
19037,Woodside (SA),$125-149,5,5
19038,Woodville (SA),$125-149,5,5
19039,Woodville Gardens,$125-149,28,5
19040,Woodville North,$125-149,13,5
19041,Woodville South,$125-149,7,5
19042,Woodville West,$125-149,10,5
19043,Wool Bay,$125-149,5,5
19044,Woomera,$125-149,3,5
19045,Wudinna,$125-149,12,5
19046,Wynn Vale,$125-149,19,5
19047,Yankalilla,$125-149,5,5
19048,Yorketown,$125-149,4,5
19049,Alexander Heights,$125-149,7,5
19050,Alfred Cove,$125-149,3,5
19051,Applecross,$125-149,3,5
19052,Armadale (WA),$125-149,56,5
19053,Ascot (WA),$125-149,4,5
19054,Ashfield (WA),$125-149,6,5
19055,Attadale,$125-149,3,5
19056,Atwell,$125-149,8,5
19057,Augusta,$125-149,4,5
19058,Australind,$125-149,18,5
19059,Badgingarra,$125-149,5,5
19060,Bakers Hill,$125-149,4,5
19061,Balcatta,$125-149,28,5
19062,Baldivis,$125-149,5,5
19063,Balga,$125-149,50,5
19064,Ballajura,$125-149,22,5
19065,Banksia Grove,$125-149,13,5
19066,Bassendean (WA),$125-149,23,5
19067,Bateman,$125-149,7,5
19068,Baynton (WA),$125-149,13,5
19069,Bayonet Head,$125-149,6,5
19070,Bayswater (WA),$125-149,41,5
19071,Beachlands,$125-149,14,5
19072,Beaconsfield (WA),$125-149,27,5
19073,Beckenham,$125-149,12,5
19074,Bedford,$125-149,18,5
19075,Beechboro,$125-149,21,5
19076,Beeliar,$125-149,8,5
19077,Beldon,$125-149,5,5
19078,Bellevue (WA),$125-149,3,5
19079,Belmont (WA),$125-149,22,5
19080,Bentley (WA),$125-149,126,5
19081,Beresford,$125-149,3,5
19082,Beverley (WA),$125-149,11,5
19083,Bibra Lake,$125-149,7,5
19084,Bicton,$125-149,8,5
19085,Bilingurr,$125-149,3,5
19086,Bindoon,$125-149,8,5
19087,Bluff Point,$125-149,4,5
19088,Booragoon,$125-149,8,5
19089,Boorara Brook,$125-149,3,5
19090,Boulder,$125-149,10,5
19091,Boyup Brook,$125-149,5,5
19092,Brentwood (WA),$125-149,13,5
19093,Bridgetown,$125-149,8,5
19094,Broadwater (WA),$125-149,8,5
19095,Brockman,$125-149,17,5
19096,Brookdale (WA),$125-149,9,5
19097,Brookton,$125-149,5,5
19098,Broome,$125-149,32,5
19099,Broomehill Village,$125-149,3,5
19100,Bruce Rock,$125-149,8,5
19101,Brunswick (WA),$125-149,3,5
19102,Bulgarra,$125-149,23,5
19103,Bull Creek (WA),$125-149,12,5
19104,Bunbury (WA),$125-149,12,5
19105,Burswood,$125-149,4,5
19106,Busselton,$125-149,9,5
19107,Butler (WA),$125-149,16,5
19108,Cable Beach,$125-149,29,5
19109,Calista,$125-149,26,5
19110,Camballin,$125-149,5,5
19111,Camillo,$125-149,12,5
19112,Canning Vale,$125-149,3,5
19113,Cannington,$125-149,18,5
19114,Cape Burney,$125-149,5,5
19115,Cape Range National Park,$125-149,3,5
19116,Capel,$125-149,5,5
19117,Carey Park,$125-149,18,5
19118,Carlisle,$125-149,29,5
19119,Carnamah,$125-149,5,5
19120,Carramar (WA),$125-149,7,5
19121,Castletown,$125-149,7,5
19122,Caversham,$125-149,12,5
19123,Centennial Park (WA),$125-149,7,5
19124,Champion Lakes,$125-149,5,5
19125,City Beach,$125-149,3,5
19126,Claremont (WA),$125-149,17,5
19127,Clarkson,$125-149,19,5
19128,Cloverdale,$125-149,36,5
19129,Cockburn Central,$125-149,6,5
19130,Collie (WA),$125-149,20,5
19131,Como (WA),$125-149,31,5
19132,Coodanup,$125-149,28,5
19133,Coolbellup,$125-149,16,5
19134,Coolgardie (WA),$125-149,3,5
19135,Cooloongup,$125-149,20,5
19136,Corrigin,$125-149,3,5
19137,Cowaramup,$125-149,3,5
19138,Cranbrook (WA),$125-149,4,5
19139,Crawley,$125-149,4,5
19140,Cue,$125-149,4,5
19141,Cunderdin,$125-149,7,5
19142,Currambine,$125-149,4,5
19143,Dalwallinu,$125-149,10,5
19144,Dalyellup,$125-149,21,5
19145,Dampier,$125-149,3,5
19146,Dampier Peninsula,$125-149,20,5
19147,Darkan,$125-149,11,5
19148,Deanmill,$125-149,17,5
19149,Denham,$125-149,3,5
19150,Denmark,$125-149,15,5
19151,Derby (WA),$125-149,35,5
19152,Dianella,$125-149,39,5
19153,Djugun,$125-149,12,5
19154,Dongara,$125-149,11,5
19155,Donnybrook (WA),$125-149,9,5
19156,Doubleview,$125-149,43,5
19157,Dowerin,$125-149,4,5
19158,Dudley Park (WA),$125-149,14,5
19159,Duncraig,$125-149,3,5
19160,Dunsborough,$125-149,3,5
19161,East Bunbury,$125-149,4,5
19162,East Cannington,$125-149,3,5
19163,East Carnarvon,$125-149,6,5
19164,East Fremantle,$125-149,3,5
19165,East Perth,$125-149,27,5
19166,East Victoria Park,$125-149,17,5
19167,Eden Hill,$125-149,7,5
19168,Edgewater,$125-149,6,5
19169,Ellenbrook,$125-149,21,5
19170,Embleton,$125-149,13,5
19171,Emu Point,$125-149,3,5
19172,Erskine (WA),$125-149,4,5
19173,Esperance,$125-149,11,5
19174,Exmouth,$125-149,12,5
19175,Falcon,$125-149,9,5
19176,Ferndale (WA),$125-149,11,5
19177,Fitzroy Crossing,$125-149,12,5
19178,Forrestfield,$125-149,23,5
19179,Frankland River,$125-149,9,5
19180,Fremantle,$125-149,39,5
19181,Furnissdale,$125-149,5,5
19182,Geographe,$125-149,12,5
19183,Geraldton,$125-149,23,5
19184,Gidgegannup,$125-149,5,5
19185,Girrawheen,$125-149,23,5
19186,Glen Forrest,$125-149,6,5
19187,Glen Iris (WA),$125-149,3,5
19188,Glendalough,$125-149,14,5
19189,Gnowangerup,$125-149,3,5
19190,Gosnells,$125-149,49,5
19191,Gracetown,$125-149,4,5
19192,Greenbushes,$125-149,11,5
19193,Greenfields,$125-149,15,5
19194,Greenwood (WA),$125-149,12,5
19195,Halls Creek (WA),$125-149,34,5
19196,Halls Head,$125-149,4,5
19197,Hamilton Hill,$125-149,43,5
19198,Hammond Park,$125-149,4,5
19199,Hannans,$125-149,9,5
19200,Harrisdale,$125-149,3,5
19201,Harvey,$125-149,15,5
19202,Heathridge,$125-149,4,5
19203,Helena Valley,$125-149,9,5
19204,Henley Brook,$125-149,3,5
19205,Herne Hill (WA),$125-149,3,5
19206,High Wycombe,$125-149,13,5
19207,Highgate (WA),$125-149,6,5
19208,Hillarys,$125-149,9,5
19209,Hilton (WA),$125-149,26,5
19210,Hocking,$125-149,4,5
19211,Hopetoun (WA),$125-149,6,5
19212,Huntingdale (WA),$125-149,12,5
19213,Inglewood (WA),$125-149,10,5
19214,Innaloo,$125-149,34,5
19215,Jardee,$125-149,8,5
19216,Jerramungup,$125-149,9,5
19217,Jindalee (WA),$125-149,3,5
19218,Jolimont,$125-149,3,5
19219,Joondalup,$125-149,20,5
19220,Joondanna,$125-149,14,5
19221,Kalamunda,$125-149,4,5
19222,Kalbarri,$125-149,16,5
19223,Kalgan,$125-149,3,5
19224,Kalgoorlie,$125-149,10,5
19225,Kalumburu,$125-149,9,5
19226,Kambalda East,$125-149,8,5
19227,Kambalda West,$125-149,16,5
19228,Karawara,$125-149,12,5
19229,Kardinya,$125-149,8,5
19230,Karijini,$125-149,4,5
19231,Karloo,$125-149,4,5
19232,Karrinyup,$125-149,23,5
19233,Katanning,$125-149,52,5
19234,Kellerberrin,$125-149,12,5
19235,Kelmscott,$125-149,17,5
19236,Kensington (WA),$125-149,7,5
19237,Kenwick,$125-149,12,5
19238,Kewdale,$125-149,7,5
19239,Kiara,$125-149,3,5
19240,Kinross,$125-149,6,5
19241,Kojonup,$125-149,10,5
19242,Kondinin,$125-149,3,5
19243,Koondoola,$125-149,18,5
19244,Koongamia,$125-149,5,5
19245,Kulin,$125-149,3,5
19246,Kununurra,$125-149,67,5
19247,Lagrange,$125-149,5,5
19248,Lake Grace,$125-149,9,5
19249,Lakelands (WA),$125-149,5,5
19250,Lamington (WA),$125-149,7,5
19251,Lancelin,$125-149,3,5
19252,Langford,$125-149,12,5
19253,Lathlain,$125-149,3,5
19254,Laverton (WA),$125-149,11,5
19255,Leda,$125-149,5,5
19256,Leederville,$125-149,4,5
19257,Leeman,$125-149,4,5
19258,Leeming,$125-149,3,5
19259,Leinster,$125-149,4,5
19260,Leonora,$125-149,10,5
19261,Lesmurdie,$125-149,13,5
19262,Lockridge,$125-149,12,5
19263,Lockyer (WA),$125-149,15,5
19264,Lower King,$125-149,7,5
19265,Lynwood (WA),$125-149,8,5
19266,Macleod (WA),$125-149,5,5
19267,Maddington,$125-149,33,5
19268,Madeley,$125-149,6,5
19269,Mandurah,$125-149,44,5
19270,Manjimup,$125-149,50,5
19271,Manning,$125-149,29,5
19272,Marangaroo,$125-149,14,5
19273,Marble Bar,$125-149,3,5
19274,Margaret River (WA),$125-149,17,5
19275,Maylands (WA),$125-149,40,5
19276,McKail,$125-149,4,5
19277,Meadow Springs,$125-149,3,5
19278,Medina,$125-149,14,5
19279,Meekatharra,$125-149,14,5
19280,Menora,$125-149,15,5
19281,Merredin,$125-149,28,5
19282,Merriwa (WA),$125-149,3,5
19283,Middle Swan,$125-149,7,5
19284,Midland,$125-149,32,5
19285,Midvale,$125-149,13,5
19286,Millars Well,$125-149,9,5
19287,Millbridge,$125-149,3,5
19288,Millstream (WA),$125-149,5,5
19289,Mira Mar,$125-149,16,5
19290,Mirrabooka (WA),$125-149,41,5
19291,Moora (WA),$125-149,11,5
19292,Morawa,$125-149,4,5
19293,Morgantown,$125-149,13,5
19294,Morley,$125-149,21,5
19295,Mosman Park (WA),$125-149,25,5
19296,Mount Barker (WA),$125-149,12,5
19297,Mount Burges,$125-149,7,5
19298,Mount Claremont,$125-149,8,5
19299,Mount Hardman,$125-149,14,5
19300,Mount Hawthorn,$125-149,17,5
19301,Mount Lawley,$125-149,14,5
19302,Mount Magnet,$125-149,9,5
19303,Mullewa,$125-149,10,5
19304,Mundaring,$125-149,6,5
19305,Murdoch,$125-149,4,5
19306,Myrup,$125-149,3,5
19307,Nannup,$125-149,5,5
19308,Narembeen,$125-149,13,5
19309,Narrogin,$125-149,11,5
19310,Nedlands,$125-149,8,5
19311,Newman,$125-149,40,5
19312,Nickol,$125-149,34,5
19313,Nollamara,$125-149,40,5
19314,Norseman,$125-149,9,5
19315,North Beach (WA),$125-149,25,5
19316,North Fremantle,$125-149,13,5
19317,North Perth,$125-149,11,5
19318,North West Cape,$125-149,5,5
19319,Northam,$125-149,31,5
19320,Northampton,$125-149,5,5
19321,Nulsen,$125-149,4,5
19322,Ocean Reef,$125-149,3,5
19323,Ongerup,$125-149,3,5
19324,Onslow,$125-149,7,5
19325,Orana,$125-149,6,5
19326,Orelia,$125-149,24,5
19327,Osborne Park,$125-149,11,5
19328,Padbury,$125-149,8,5
19329,Palmyra (WA),$125-149,36,5
19330,Paraburdoo,$125-149,12,5
19331,Parkwood (WA),$125-149,4,5
19332,Parmelia,$125-149,22,5
19333,Pearsall,$125-149,4,5
19334,Pegs Creek,$125-149,15,5
19335,Pemberton,$125-149,5,5
19336,Perth (WA),$125-149,31,5
19337,Piccadilly (WA),$125-149,4,5
19338,Pickering Brook,$125-149,3,5
19339,Pingelly,$125-149,8,5
19340,Pinjarra,$125-149,8,5
19341,Port Denison,$125-149,14,5
19342,Port Hedland,$125-149,31,5
19343,Port Kennedy,$125-149,8,5
19344,Quairading,$125-149,5,5
19345,Queens Park (WA),$125-149,16,5
19346,Quindalup,$125-149,4,5
19347,Quinns Rocks,$125-149,10,5
19348,Rangeway,$125-149,12,5
19349,Ravensthorpe,$125-149,3,5
19350,Ravenswood (WA),$125-149,5,5
19351,Redcliffe (WA),$125-149,18,5
19352,Riverton (WA),$125-149,5,5
19353,Rivervale,$125-149,54,5
19354,Rockingham (WA),$125-149,40,5
19355,Rocky Gully (WA),$125-149,3,5
19356,Roebourne,$125-149,4,5
19357,Roebuck,$125-149,5,5
19358,Roleystone,$125-149,3,5
19359,Rossmoyne,$125-149,3,5
19360,Safety Bay,$125-149,6,5
19361,Salter Point,$125-149,3,5
19362,Scarborough (WA),$125-149,13,5
19363,Seville Grove,$125-149,7,5
19364,Shelley (WA),$125-149,9,5
19365,Shenton Park,$125-149,11,5
19366,Shoalwater (WA),$125-149,10,5
19367,Singleton (WA),$125-149,3,5
19368,Somerville (WA),$125-149,20,5
19369,Sorrento (WA),$125-149,7,5
19370,South Boulder,$125-149,4,5
19371,South Bunbury,$125-149,13,5
19372,South Carnarvon,$125-149,5,5
19373,South Fremantle,$125-149,6,5
19374,South Guildford,$125-149,3,5
19375,South Hedland,$125-149,47,5
19376,South Kalgoorlie,$125-149,22,5
19377,South Lake,$125-149,18,5
19378,South Perth,$125-149,11,5
19379,Southern Cross (WA),$125-149,7,5
19380,Spalding (WA),$125-149,19,5
19381,Spearwood,$125-149,23,5
19382,Spencer Park,$125-149,27,5
19383,St George Ranges,$125-149,10,5
19384,St James (WA),$125-149,27,5
19385,Stirling (WA),$125-149,10,5
19386,Stratton,$125-149,15,5
19387,Sturt Creek,$125-149,10,5
19388,Subiaco,$125-149,23,5
19389,Success,$125-149,4,5
19390,Sunset Beach,$125-149,4,5
19391,Swan View,$125-149,19,5
19392,Swanbourne,$125-149,3,5
19393,Tammin,$125-149,3,5
19394,The Vines,$125-149,4,5
19395,Thornlie,$125-149,33,5
19396,Three Springs,$125-149,3,5
19397,Tom Price,$125-149,20,5
19398,Toodyay,$125-149,12,5
19399,Trayning,$125-149,3,5
19400,Tuart Hill,$125-149,14,5
19401,Usher,$125-149,9,5
19402,Utakarra,$125-149,3,5
19403,Victoria Park,$125-149,57,5
19404,Waddington,$125-149,3,5
19405,Waggrakine,$125-149,6,5
19406,Wagin,$125-149,14,5
19407,Waikiki,$125-149,17,5
19408,Wandina,$125-149,11,5
19409,Wanneroo,$125-149,11,5
19410,Warmun,$125-149,5,5
19411,Warnbro,$125-149,20,5
19412,Waroona,$125-149,6,5
19413,Warwick (WA),$125-149,4,5
19414,Waterford (WA),$125-149,4,5
19415,Watermans Bay,$125-149,13,5
19416,Wembley,$125-149,7,5
19417,West Beach (WA),$125-149,5,5
19418,West Busselton,$125-149,39,5
19419,West End (WA),$125-149,5,5
19420,West Lamington,$125-149,7,5
19421,West Leederville,$125-149,9,5
19422,West Perth,$125-149,20,5
19423,Westminster,$125-149,20,5
19424,White Gum Valley,$125-149,14,5
19425,Wickham (WA),$125-149,51,5
19426,Willagee,$125-149,36,5
19427,Willetton,$125-149,16,5
19428,Williams,$125-149,12,5
19429,Willyung,$125-149,3,5
19430,Wilson,$125-149,19,5
19431,Wiluna,$125-149,9,5
19432,Withers,$125-149,30,5
19433,Wongan Hills,$125-149,15,5
19434,Wonthella,$125-149,11,5
19435,Woodlands (WA),$125-149,3,5
19436,Wundowie,$125-149,4,5
19437,Wyalkatchem,$125-149,10,5
19438,Wyndham (WA),$125-149,16,5
19439,Yakamia,$125-149,4,5
19440,Yanchep,$125-149,3,5
19441,Yangebup,$125-149,13,5
19442,Yokine,$125-149,29,5
19443,York,$125-149,7,5
19444,Acton (Tas.),$125-149,11,5
19445,Battery Point,$125-149,3,5
19446,Beaconsfield (Tas.),$125-149,9,5
19447,Beauty Point,$125-149,3,5
19448,Bellerive,$125-149,8,5
19449,Berriedale,$125-149,21,5
19450,Bicheno,$125-149,3,5
19451,Black Hills,$125-149,3,5
19452,Blackmans Bay,$125-149,4,5
19453,Bridgewater (Tas.),$125-149,35,5
19454,Bridport,$125-149,6,5
19455,Brighton (Tas.),$125-149,5,5
19456,Brooklyn (Tas.),$125-149,3,5
19457,Burnie,$125-149,23,5
19458,Campania,$125-149,3,5
19459,Campbell Town,$125-149,10,5
19460,Chigwell,$125-149,16,5
19461,Claremont (Tas.),$125-149,74,5
19462,Clarendon Vale,$125-149,12,5
19463,Colebrook,$125-149,6,5
19464,Cooee,$125-149,5,5
19465,Cressy (Tas.),$125-149,4,5
19466,Currie,$125-149,19,5
19467,Cygnet,$125-149,10,5
19468,Deloraine,$125-149,16,5
19469,Derwent Park,$125-149,6,5
19470,Devonport,$125-149,99,5
19471,Dodges Ferry,$125-149,3,5
19472,Don,$125-149,5,5
19473,Dover,$125-149,3,5
19474,Downlands,$125-149,6,5
19475,East Devonport,$125-149,56,5
19476,East Launceston,$125-149,10,5
19477,Emu Heights (Tas.),$125-149,3,5
19478,Evandale (Tas.),$125-149,4,5
19479,Exeter (Tas.),$125-149,3,5
19480,Fingal (Tas.),$125-149,5,5
19481,Forcett,$125-149,3,5
19482,Gagebrook,$125-149,17,5
19483,Geeveston,$125-149,4,5
19484,Geilston Bay,$125-149,5,5
19485,George Town,$125-149,44,5
19486,Glen Huon,$125-149,4,5
19487,Glengarry (Tas.),$125-149,5,5
19488,Glenorchy (Tas.),$125-149,77,5
19489,Goodwood (Tas.),$125-149,19,5
19490,Gravelly Beach,$125-149,3,5
19491,Hadspen,$125-149,10,5
19492,Havenview,$125-149,6,5
19493,Herdsmans Cove,$125-149,8,5
19494,Heybridge,$125-149,4,5
19495,Hillcrest (Tas.),$125-149,7,5
19496,Hobart,$125-149,15,5
19497,Howrah,$125-149,11,5
19498,Huonville,$125-149,13,5
19499,Invermay (Tas.),$125-149,28,5
19500,Kings Meadows,$125-149,20,5
19501,Kingston (Tas.),$125-149,39,5
19502,Kingston Beach,$125-149,11,5
19503,Koonya,$125-149,4,5
19504,Lady Barron,$125-149,10,5
19505,Latrobe,$125-149,18,5
19506,Launceston,$125-149,18,5
19507,Legana,$125-149,4,5
19508,Lenah Valley,$125-149,10,5
19509,Lilydale (Tas.),$125-149,6,5
19510,Lindisfarne,$125-149,6,5
19511,Loccota,$125-149,4,5
19512,Longford (Tas.),$125-149,23,5
19513,Low Head,$125-149,4,5
19514,Lutana,$125-149,12,5
19515,Margate (Tas.),$125-149,3,5
19516,Mayfield (Tas.),$125-149,16,5
19517,Miandetta (Tas.),$125-149,9,5
19518,Midway Point,$125-149,5,5
19519,Mole Creek,$125-149,3,5
19520,Montagu Bay,$125-149,3,5
19521,Montello,$125-149,9,5
19522,Montrose (Tas.),$125-149,7,5
19523,Moonah,$125-149,26,5
19524,Mornington (Tas.),$125-149,5,5
19525,Mount Hicks,$125-149,4,5
19526,Mount Nelson,$125-149,6,5
19527,Mount Stuart (Tas.),$125-149,5,5
19528,Mowbray (Tas.),$125-149,32,5
19529,New Norfolk,$125-149,29,5
19530,New Town (Tas.),$125-149,34,5
19531,Newnham,$125-149,26,5
19532,Newstead (Tas.),$125-149,47,5
19533,North Hobart,$125-149,14,5
19534,North Motton,$125-149,3,5
19535,North Scottsdale,$125-149,3,5
19536,Nugara,$125-149,4,5
19537,Oatlands (Tas.),$125-149,5,5
19538,Orford (Tas.),$125-149,3,5
19539,Ouse,$125-149,4,5
19540,Penguin,$125-149,27,5
19541,Perth (Tas.),$125-149,20,5
19542,Port Arthur (Tas.),$125-149,6,5
19543,Prospect (Tas.),$125-149,7,5
19544,Prospect Vale,$125-149,10,5
19545,Punchbowl (Tas.),$125-149,4,5
19546,Pyengana,$125-149,4,5
19547,Queenstown (Tas.),$125-149,41,5
19548,Ravenswood (Tas.),$125-149,76,5
19549,Richmond (Tas.),$125-149,4,5
19550,Ringarooma,$125-149,5,5
19551,Risdon Vale,$125-149,6,5
19552,Riverside (Tas.),$125-149,19,5
19553,Rocherlea,$125-149,16,5
19554,Rokeby (Tas.),$125-149,30,5
19555,Romaine,$125-149,3,5
19556,Rosebery (Tas.),$125-149,16,5
19557,Rosetta,$125-149,14,5
19558,Rosny,$125-149,3,5
19559,Sandy Bay,$125-149,20,5
19560,Scamander,$125-149,4,5
19561,Scottsdale,$125-149,16,5
19562,Shearwater,$125-149,3,5
19563,Sheffield,$125-149,4,5
19564,Shorewell Park,$125-149,26,5
19565,Sidmouth,$125-149,3,5
19566,Smithton,$125-149,28,5
19567,Somerset (Tas.),$125-149,25,5
19568,Sorell,$125-149,6,5
19569,South Hobart,$125-149,12,5
19570,South Launceston,$125-149,75,5
19571,St Helens (Tas.),$125-149,10,5
19572,St Leonards (Tas.),$125-149,8,5
19573,Stowport,$125-149,3,5
19574,Summerhill,$125-149,18,5
19575,Swansea (Tas.),$125-149,8,5
19576,Taroona,$125-149,6,5
19577,Trevallyn,$125-149,10,5
19578,Triabunna,$125-149,5,5
19579,Tullah,$125-149,4,5
19580,Turners Beach,$125-149,3,5
19581,Ulverstone,$125-149,32,5
19582,Upper Burnie,$125-149,17,5
19583,Waratah (Tas.),$125-149,3,5
19584,Warrane,$125-149,22,5
19585,Waverley (Tas.),$125-149,8,5
19586,Wesley Vale,$125-149,3,5
19587,West Hobart,$125-149,47,5
19588,West Launceston,$125-149,16,5
19589,West Moonah,$125-149,17,5
19590,West Ulverstone,$125-149,21,5
19591,Westbury (Tas.),$125-149,7,5
19592,Whitefoord,$125-149,4,5
19593,Whitemark,$125-149,15,5
19594,Wivenhoe,$125-149,3,5
19595,Wynyard,$125-149,62,5
19596,Yolla,$125-149,3,5
19597,Youngtown,$125-149,9,5
19598,Zeehan,$125-149,22,5
19599,Alawa,$125-149,10,5
19600,Ali Curung,$125-149,4,5
19601,Alpurrurulam,$125-149,6,5
19602,Alyangula,$125-149,3,5
19603,Anula,$125-149,3,5
19604,Arumbera,$125-149,4,5
19605,Bakewell,$125-149,5,5
19606,Barunga,$125-149,9,5
19607,Batchelor,$125-149,4,5
19608,Berrimah,$125-149,7,5
19609,Beswick,$125-149,5,5
19610,Braitling,$125-149,5,5
19611,Bulman Weemol,$125-149,3,5
19612,Coconut Grove,$125-149,11,5
19613,Darwin City,$125-149,5,5
19614,Desert Springs,$125-149,3,5
19615,Durack (NT),$125-149,4,5
19616,East Side,$125-149,9,5
19617,Fannie Bay,$125-149,3,5
19618,Flynn (NT),$125-149,4,5
19619,Galiwinku,$125-149,8,5
19620,Gillen,$125-149,17,5
19621,Gray (NT),$125-149,29,5
19622,Gunbalanya,$125-149,5,5
19623,Holtze,$125-149,3,5
19624,Jabiru,$125-149,8,5
19625,Jingili,$125-149,5,5
19626,Johnston,$125-149,3,5
19627,Kalkarindji,$125-149,4,5
19628,Kaltukatjara,$125-149,3,5
19629,Karama,$125-149,23,5
19630,Katherine,$125-149,7,5
19631,Katherine East,$125-149,39,5
19632,Katherine South,$125-149,13,5
19633,Kilgariff,$125-149,13,5
19634,Lajamanu,$125-149,11,5
19635,Larapinta (NT),$125-149,9,5
19636,Larrakeyah,$125-149,5,5
19637,Leanyer,$125-149,8,5
19638,Ludmilla,$125-149,3,5
19639,Lyons (NT),$125-149,5,5
19640,Malak,$125-149,16,5
19641,Maningrida,$125-149,22,5
19642,Milikapiti,$125-149,12,5
19643,Milingimbi,$125-149,3,5
19644,Millner,$125-149,7,5
19645,Moil,$125-149,3,5
19646,Moulden,$125-149,29,5
19647,Mount Johns,$125-149,4,5
19648,Muirhead,$125-149,3,5
19649,Nakara,$125-149,4,5
19650,Nauiyu,$125-149,7,5
19651,Ngukurr,$125-149,9,5
19652,Nhulunbuy,$125-149,22,5
19653,Nightcliff,$125-149,8,5
