,SSC,variable,value,sortOrder
43108,South Dudley,$275-299,7,11
43109,South Geelong,$275-299,18,11
43110,South Kingsville,$275-299,22,11
43111,South Melbourne,$275-299,29,11
43112,South Morang,$275-299,61,11
43113,South Yarra,$275-299,241,11
43114,Southbank,$275-299,32,11
43115,Spotswood,$275-299,17,11
43116,Spring Gully (Vic.),$275-299,25,11
43117,Springvale (Vic.),$275-299,187,11
43118,Springvale South,$275-299,102,11
43119,St Albans (Vic.),$275-299,495,11
43120,St Albans Park,$275-299,43,11
43121,St Andrews Beach,$275-299,4,11
43122,St Kilda (Vic.),$275-299,288,11
43123,St Kilda East,$275-299,182,11
43124,St Kilda West,$275-299,43,11
43125,St Leonards (Vic.),$275-299,39,11
43126,Stawell,$275-299,15,11
43127,Stratford (Vic.),$275-299,8,11
43128,Strathdale,$275-299,49,11
43129,Strathfieldsaye,$275-299,13,11
43130,Strathmore (Vic.),$275-299,11,11
43131,Strathmore Heights,$275-299,6,11
43132,Sunbury,$275-299,268,11
43133,Sunset Strip (Vic.),$275-299,8,11
43134,Sunshine (Vic.),$275-299,127,11
43135,Sunshine North,$275-299,109,11
43136,Sunshine West,$275-299,204,11
43137,Surf Beach (Vic.),$275-299,4,11
43138,Surrey Hills,$275-299,6,11
43139,Swan Hill,$275-299,53,11
43140,Sydenham (Vic.),$275-299,90,11
43141,Tallangatta,$275-299,5,11
43142,Tarneit,$275-299,205,11
43143,Tatura,$275-299,25,11
43144,Tawonga South,$275-299,4,11
43145,Taylors Hill,$275-299,6,11
43146,Taylors Lakes,$275-299,17,11
43147,Tecoma,$275-299,10,11
43148,Templestowe,$275-299,9,11
43149,Templestowe Lower,$275-299,16,11
43150,Terang,$275-299,3,11
43151,The Basin (Vic.),$275-299,5,11
43152,The Patch,$275-299,5,11
43153,Thomastown,$275-299,187,11
43154,Thomson (Greater Geelong - Vic.),$275-299,57,11
43155,Thornbury,$275-299,269,11
43156,Timboon,$275-299,6,11
43157,Toolern Vale,$275-299,4,11
43158,Tooradin,$275-299,3,11
43159,Toorak,$275-299,94,11
43160,Tootgarook,$275-299,39,11
43161,Torquay (Vic.),$275-299,37,11
43162,Tower Hill,$275-299,3,11
43163,Trafalgar (Vic.),$275-299,32,11
43164,Traralgon,$275-299,196,11
43165,Travancore,$275-299,21,11
43166,Trentham,$275-299,5,11
43167,Truganina,$275-299,85,11
43168,Tullamarine,$275-299,94,11
43169,Tyabb,$275-299,7,11
43170,Upper Ferntree Gully,$275-299,13,11
43171,Upwey,$275-299,14,11
43172,Ventnor (Vic.),$275-299,7,11
43173,Venus Bay (Vic.),$275-299,11,11
43174,Vermont,$275-299,13,11
43175,Wahgunyah,$275-299,8,11
43176,Wallan,$275-299,75,11
43177,Wandiligong,$275-299,4,11
43178,Wangaratta (Vic.),$275-299,154,11
43179,Wantirna,$275-299,13,11
43180,Wantirna South,$275-299,19,11
43181,Warburton (Vic.),$275-299,25,11
43182,Warneet,$275-299,5,11
43183,Warragul,$275-299,117,11
43184,Warrandyte,$275-299,7,11
43185,Warranwood,$275-299,3,11
43186,Warrenheip,$275-299,5,11
43187,Warrnambool,$275-299,299,11
43188,Watsonia,$275-299,39,11
43189,Waurn Ponds,$275-299,16,11
43190,Wendouree,$275-299,155,11
43191,Werribee,$275-299,901,11
43192,Werribee South,$275-299,18,11
43193,Wesburn,$275-299,3,11
43194,West Bendigo,$275-299,7,11
43195,West Footscray,$275-299,148,11
43196,West Melbourne,$275-299,9,11
43197,West Wodonga,$275-299,216,11
43198,Westmeadows,$275-299,29,11
43199,Wheelers Hill,$275-299,6,11
43200,White Hills (Vic.),$275-299,60,11
43201,Whittington,$275-299,44,11
43202,Whittlesea,$275-299,22,11
43203,Whorouly,$275-299,6,11
43204,Williams Landing,$275-299,4,11
43205,Williamstown (Vic.),$275-299,39,11
43206,Williamstown North,$275-299,11,11
43207,Willow Grove,$275-299,3,11
43208,Wimbledon Heights,$275-299,3,11
43209,Winchelsea,$275-299,15,11
43210,Windsor (Vic.),$275-299,77,11
43211,Wodonga,$275-299,224,11
43212,Wollert,$275-299,74,11
43213,Wonga Park,$275-299,3,11
43214,Wonthaggi,$275-299,46,11
43215,Woodend (Vic.),$275-299,22,11
43216,Wooragee,$275-299,4,11
43217,Woori Yallock,$275-299,12,11
43218,Wy Yung,$275-299,6,11
43219,Wyndham Vale,$275-299,376,11
43220,Wyuna (Vic.),$275-299,3,11
43221,Yackandandah,$275-299,12,11
43222,Yallambie,$275-299,11,11
43223,Yarra Glen,$275-299,11,11
43224,Yarra Junction,$275-299,18,11
43225,Yarragon,$275-299,10,11
43226,Yarram,$275-299,9,11
43227,Yarraville,$275-299,89,11
43228,Yarrawonga (Vic.),$275-299,64,11
43229,Yea,$275-299,5,11
43230,Yinnar,$275-299,7,11
43231,Acacia Ridge,$275-299,51,11
43232,Agnes Water,$275-299,23,11
43233,Airlie Beach,$275-299,12,11
43234,Aitkenvale,$275-299,96,11
43235,Albany Creek,$275-299,17,11
43236,Albion (Brisbane - Qld),$275-299,14,11
43237,Alderley,$275-299,22,11
43238,Alexandra Headland,$275-299,51,11
43239,Alexandra Hills,$275-299,14,11
43240,Algester,$275-299,29,11
43241,Allenstown,$275-299,44,11
43242,Alligator Creek (Townsville - Qld),$275-299,3,11
43243,Allora,$275-299,7,11
43244,Aloomba,$275-299,5,11
43245,Alva,$275-299,4,11
43246,Amamoor,$275-299,3,11
43247,Amiens,$275-299,3,11
43248,Amity,$275-299,4,11
43249,Andergrove,$275-299,131,11
43250,Annandale (Qld),$275-299,16,11
43251,Annerley,$275-299,141,11
43252,Apple Tree Creek,$275-299,7,11
43253,Applethorpe,$275-299,3,11
43254,Araluen (Qld),$275-299,9,11
43255,Arana Hills,$275-299,5,11
43256,Aratula (Qld),$275-299,3,11
43257,Arcadia (Qld),$275-299,4,11
43258,Archerfield,$275-299,8,11
43259,Armstrong Beach,$275-299,14,11
43260,Aroona,$275-299,7,11
43261,Arundel,$275-299,10,11
43262,Ascot (Brisbane - Qld),$275-299,51,11
43263,Ashgrove,$275-299,35,11
43264,Ashmore,$275-299,57,11
43265,Aspley,$275-299,20,11
43266,Atherton,$275-299,145,11
43267,Auchenflower,$275-299,29,11
43268,Augustine Heights,$275-299,14,11
43269,Avenell Heights,$275-299,97,11
43270,Avoca (Qld),$275-299,79,11
43271,Ayr,$275-299,71,11
43272,Babinda (Qld),$275-299,8,11
43273,Bahrs Scrub,$275-299,7,11
43274,Bajool,$275-299,4,11
43275,Bakers Creek (Qld),$275-299,4,11
43276,Bald Hills (Qld),$275-299,26,11
43277,Balgal Beach,$275-299,10,11
43278,Ball Bay,$275-299,4,11
43279,Balmoral (Qld),$275-299,9,11
43280,Banksia Beach,$275-299,22,11
43281,Banyo,$275-299,17,11
43282,Bardon,$275-299,20,11
43283,Bargara,$275-299,102,11
43284,Barlows Hill,$275-299,4,11
43285,Barney Point,$275-299,11,11
43286,Barron,$275-299,5,11
43287,Basin Pocket,$275-299,28,11
43288,Battery Hill,$275-299,19,11
43289,Bayview Heights,$275-299,5,11
43290,Beachmere,$275-299,65,11
43291,Beaconsfield (Qld),$275-299,48,11
43292,Beaudesert,$275-299,126,11
43293,Bedourie,$275-299,3,11
43294,Beenleigh,$275-299,150,11
43295,Beerwah,$275-299,36,11
43296,Belgian Gardens,$275-299,35,11
43297,Bellara,$275-299,85,11
43298,Bellbird Park,$275-299,89,11
43299,Bellmere,$275-299,40,11
43300,Belmont (Qld),$275-299,5,11
43301,Belvedere,$275-299,9,11
43302,Benaraby,$275-299,5,11
43303,Benowa,$275-299,7,11
43304,Bentley Park,$275-299,40,11
43305,Berserker,$275-299,125,11
43306,Bethania,$275-299,42,11
43307,Biggenden,$275-299,3,11
43308,Biggera Waters,$275-299,94,11
43309,Bilinga,$275-299,18,11
43310,Biloela,$275-299,56,11
43311,Bingil Bay,$275-299,5,11
43312,Birkalla,$275-299,4,11
43313,Birkdale,$275-299,9,11
43314,Birtinya,$275-299,32,11
43315,Black River (Qld),$275-299,4,11
43316,Blackbutt (Qld),$275-299,9,11
43317,Blackbutt North,$275-299,5,11
43318,Blacks Beach,$275-299,126,11
43319,Blackstone,$275-299,6,11
43320,Blackwater,$275-299,30,11
43321,Bli Bli,$275-299,7,11
43322,Bloomsbury,$275-299,3,11
43323,Bluewater,$275-299,6,11
43324,Bohle Plains,$275-299,15,11
43325,Bongaree,$275-299,89,11
43326,Bonogin,$275-299,3,11
43327,Boonah (Qld),$275-299,34,11
43328,Boondall,$275-299,17,11
43329,Booral (Qld),$275-299,9,11
43330,Booval,$275-299,91,11
43331,Boreen Point,$275-299,3,11
43332,Boronia Heights,$275-299,17,11
43333,Bowen,$275-299,92,11
43334,Bowen Hills,$275-299,58,11
43335,Boyne Island,$275-299,57,11
43336,Bracken Ridge,$275-299,18,11
43337,Brandon,$275-299,8,11
43338,Branyan,$275-299,34,11
43339,Brassall,$275-299,231,11
43340,Bray Park (Qld),$275-299,36,11
43341,Brendale,$275-299,63,11
43342,Brighton (Qld),$275-299,17,11
43343,Brightview,$275-299,3,11
43344,Brinsmead,$275-299,3,11
43345,Brisbane City,$275-299,24,11
43346,Broadbeach,$275-299,60,11
43347,Broadbeach Waters,$275-299,5,11
43348,Broadwater (Qld),$275-299,3,11
43349,Browns Plains (Qld),$275-299,16,11
43350,Bucasia,$275-299,67,11
43351,Bucca (Qld),$275-299,5,11
43352,Buddina,$275-299,13,11
43353,Buderim,$275-299,75,11
43354,Bulgun,$275-299,3,11
43355,Bulimba,$275-299,22,11
43356,Bundaberg East,$275-299,67,11
43357,Bundaberg North,$275-299,101,11
43358,Bundaberg South,$275-299,92,11
43359,Bundaberg West,$275-299,84,11
43360,Bundamba,$275-299,150,11
43361,Bungalow,$275-299,25,11
43362,Bunjurgen,$275-299,3,11
43363,Burdell,$275-299,42,11
43364,Burgowan,$275-299,3,11
43365,Burleigh Heads,$275-299,39,11
43366,Burleigh Waters,$275-299,7,11
43367,Burnett Heads,$275-299,52,11
43368,Burnside (Qld),$275-299,5,11
43369,Burpengary,$275-299,130,11
43370,Burrum Heads,$275-299,19,11
43371,Bushland Beach,$275-299,20,11
43372,Buxton (Qld),$275-299,4,11
43373,Cabarlah,$275-299,3,11
43374,Caboolture,$275-299,487,11
43375,Caboolture South,$275-299,127,11
43376,Cairns City,$275-299,17,11
43377,Cairns North,$275-299,111,11
43378,Calamvale,$275-299,15,11
43379,Calen,$275-299,3,11
43380,Calico Creek,$275-299,4,11
43381,Calliope (Qld),$275-299,48,11
43382,Caloundra,$275-299,44,11
43383,Caloundra West,$275-299,17,11
43384,Cambooya,$275-299,18,11
43385,Camira (Qld),$275-299,22,11
43386,Camp Hill,$275-299,29,11
43387,Camp Mountain,$275-299,3,11
43388,Campwin Beach,$275-299,4,11
43389,Cannon Valley,$275-299,3,11
43390,Cannonvale,$275-299,66,11
43391,Canungra,$275-299,3,11
43392,Capalaba,$275-299,38,11
43393,Caravonica,$275-299,12,11
43394,Cardwell,$275-299,27,11
43395,Carina (Qld),$275-299,9,11
43396,Carina Heights,$275-299,8,11
43397,Carindale,$275-299,5,11
43398,Carmila,$275-299,6,11
43399,Carrara,$275-299,49,11
43400,Carruchan,$275-299,6,11
43401,Carseldine,$275-299,5,11
43402,Causeway Lake,$275-299,3,11
43403,Cawarral,$275-299,5,11
43404,Centenary Heights,$275-299,90,11
43405,Chambers Flat,$275-299,6,11
43406,Charleville,$275-299,4,11
43407,Charters Towers City,$275-299,11,11
43408,Chatsworth (Qld),$275-299,6,11
43409,Chelmer,$275-299,4,11
43410,Chermside,$275-299,99,11
43411,Childers (Qld),$275-299,22,11
43412,Chinchilla,$275-299,41,11
43413,Churchill (Qld),$275-299,61,11
43414,Chuwar,$275-299,37,11
43415,Clayfield,$275-299,95,11
43416,Clear Island Waters,$275-299,21,11
43417,Clermont,$275-299,16,11
43418,Cleveland (Qld),$275-299,18,11
43419,Clifton (Qld),$275-299,9,11
43420,Clifton Beach (Qld),$275-299,67,11
43421,Clinton (Qld),$275-299,61,11
43422,Cloncurry,$275-299,15,11
43423,Clontarf (Moreton Bay - Qld),$275-299,77,11
43424,Cluden,$275-299,4,11
43425,Coalfalls,$275-299,17,11
43426,Coes Creek,$275-299,6,11
43427,College View,$275-299,5,11
43428,Collingwood Park (Qld),$275-299,65,11
43429,Condon,$275-299,80,11
43430,Coochiemudlo Island,$275-299,9,11
43431,Cooee Bay,$275-299,21,11
43432,Cooktown,$275-299,25,11
43433,Coolana,$275-299,5,11
43434,Coolangatta (Qld),$275-299,95,11
43435,Cooloola Cove,$275-299,58,11
43436,Coolum Beach,$275-299,34,11
43437,Coombabah,$275-299,21,11
43438,Coomera,$275-299,25,11
43439,Coopers Plains,$275-299,17,11
43440,Cooran,$275-299,6,11
43441,Cooroy,$275-299,22,11
43442,Coorparoo,$275-299,109,11
43443,Cootharaba,$275-299,6,11
43444,Cooya Beach,$275-299,3,11
43445,Coral Cove,$275-299,8,11
43446,Cordalba,$275-299,4,11
43447,Corinda,$275-299,24,11
43448,Cornubia,$275-299,6,11
43449,Cosgrove (Qld),$275-299,14,11
43450,Craiglie,$275-299,10,11
43451,Craignish,$275-299,6,11
43452,Cranbrook (Qld),$275-299,71,11
43453,Cranley,$275-299,24,11
43454,Crestmead,$275-299,48,11
43455,Crows Nest (Qld),$275-299,26,11
43456,Cryna,$275-299,3,11
43457,Cullinane,$275-299,4,11
43458,Curra,$275-299,18,11
43459,Currajong,$275-299,37,11
43460,Currimundi,$275-299,23,11
43461,Currumbin,$275-299,17,11
43462,Currumbin Waters,$275-299,16,11
43463,D'Aguilar,$275-299,3,11
43464,Daisy Hill (Qld),$275-299,17,11
43465,Dakabin,$275-299,60,11
43466,Dalby,$275-299,182,11
43467,Dalveen,$275-299,3,11
43468,Darling Heights,$275-299,55,11
43469,Darra,$275-299,35,11
43470,Deagon,$275-299,15,11
43471,Deception Bay,$275-299,274,11
43472,Deeragun,$275-299,61,11
43473,Depot Hill,$275-299,12,11
43474,Dicky Beach,$275-299,3,11
43475,Diddillibah,$275-299,17,11
43476,Dinmore,$275-299,20,11
43477,Donnybrook (Qld),$275-299,16,11
43478,Doolandella,$275-299,23,11
43479,Doonan,$275-299,8,11
43480,Douglas (Townsville - Qld),$275-299,70,11
43481,Drayton,$275-299,30,11
43482,Drinan,$275-299,4,11
43483,Dugandan,$275-299,4,11
43484,Dundowran,$275-299,9,11
43485,Dundowran Beach,$275-299,4,11
43486,Dunwich,$275-299,5,11
43487,Durack (Qld),$275-299,78,11
43488,Dutton Park,$275-299,11,11
43489,Dysart (Qld),$275-299,7,11
43490,Eagleby,$275-299,238,11
43491,Earlville,$275-299,23,11
43492,East Brisbane,$275-299,54,11
43493,East Deep Creek,$275-299,4,11
43494,East Innisfail,$275-299,26,11
43495,East Ipswich,$275-299,104,11
43496,East Mackay,$275-299,30,11
43497,East Toowoomba,$275-299,88,11
43498,Eastern Heights,$275-299,103,11
43499,Eatons Hill,$275-299,4,11
43500,Ebbw Vale,$275-299,14,11
43501,Edens Landing,$275-299,58,11
43502,Edge Hill,$275-299,47,11
43503,Edmonton,$275-299,51,11
43504,Eight Mile Plains,$275-299,32,11
43505,Eimeo,$275-299,28,11
43506,El Arish,$275-299,7,11
43507,Elanora,$275-299,6,11
43508,Eli Waters,$275-299,48,11
43509,Elimbah,$275-299,9,11
43510,Ellen Grove,$275-299,33,11
43511,Elliott Heads,$275-299,21,11
43512,Emerald (Qld),$275-299,131,11
43513,Emu Park,$275-299,17,11
43514,Enoggera,$275-299,22,11
43515,Esk (Qld),$275-299,11,11
43516,Etty Bay,$275-299,5,11
43517,Eumundi,$275-299,4,11
43518,Everton Hills,$275-299,3,11
43519,Everton Park,$275-299,30,11
43520,Fairfield (Qld),$275-299,25,11
43521,Federal (Qld),$275-299,5,11
43522,Fernvale (Qld),$275-299,13,11
43523,Ferny Grove,$275-299,13,11
43524,Fitzgibbon,$275-299,25,11
43525,Flaxton,$275-299,4,11
43526,Flinders View,$275-299,37,11
43527,Flying Fish Point,$275-299,4,11
43528,Forest Hill (Qld),$275-299,14,11
43529,Forest Lake,$275-299,20,11
43530,Forrest Beach (Qld),$275-299,16,11
43531,Fortitude Valley,$275-299,58,11
43532,Foxdale,$275-299,3,11
43533,Fraser Island,$275-299,3,11
43534,Frenchville,$275-299,79,11
43535,Freshwater (Qld),$275-299,31,11
43536,Gailes,$275-299,41,11
43537,Garbutt,$275-299,37,11
43538,Gatton,$275-299,132,11
43539,Gayndah,$275-299,7,11
43540,Gaythorne,$275-299,29,11
43541,Geebung,$275-299,8,11
43542,Germantown (Qld),$275-299,4,11
43543,Gheerulla,$275-299,5,11
43544,Gin Gin (Qld),$275-299,16,11
43545,Gladstone Central,$275-299,21,11
43546,Glass House Mountains,$275-299,12,11
43547,Glastonbury,$275-299,3,11
43548,Glen Eden,$275-299,50,11
43549,Gleneagle,$275-299,26,11
43550,Glenella,$275-299,14,11
43551,Glenore Grove,$275-299,3,11
43552,Glenvale,$275-299,88,11
43553,Glenwood (Qld),$275-299,9,11
43554,Godwin Beach,$275-299,3,11
43555,Golden Beach (Qld),$275-299,37,11
43556,Gooburrum,$275-299,8,11
43557,Goodna,$275-299,250,11
43558,Goomboorian,$275-299,6,11
43559,Goombungee,$275-299,4,11
43560,Goondi Bend,$275-299,9,11
43561,Goondi Hill,$275-299,9,11
43562,Goondiwindi,$275-299,77,11
43563,Gordon Park,$275-299,26,11
43564,Gordonvale,$275-299,50,11
43565,Gowrie Junction,$275-299,6,11
43566,Gowrie Mountain,$275-299,3,11
43567,Gracemere,$275-299,220,11
43568,Graceville,$275-299,4,11
43569,Grange (Qld),$275-299,4,11
43570,Grantham,$275-299,6,11
43571,Granville (Qld),$275-299,17,11
43572,Grasstree Beach,$275-299,3,11
43573,Greenslopes,$275-299,102,11
43574,Griffin,$275-299,76,11
43575,Gulliver,$275-299,41,11
43576,Gympie,$275-299,187,11
43577,Hamilton (Qld),$275-299,28,11
43578,Hampden (Qld),$275-299,3,11
43579,Happy Valley (Qld),$275-299,3,11
43580,Harlaxton,$275-299,66,11
43581,Harristown,$275-299,182,11
43582,Harrisville,$275-299,8,11
43583,Hatton Vale,$275-299,7,11
43584,Hawthorne,$275-299,17,11
43585,Hay Point,$275-299,11,11
43586,Heatley,$275-299,55,11
43587,Helensvale,$275-299,15,11
43588,Helidon,$275-299,8,11
43589,Helidon Spa,$275-299,5,11
43590,Hemmant,$275-299,3,11
43591,Hendra,$275-299,6,11
43592,Herberton,$275-299,14,11
43593,Heritage Park,$275-299,3,11
43594,Hermit Park,$275-299,57,11
43595,Herston,$275-299,23,11
43596,Highfields (Qld),$275-299,11,11
43597,Highgate Hill,$275-299,59,11
43598,Highland Park,$275-299,13,11
43599,Hillcrest (Qld),$275-299,67,11
43600,Holland Park,$275-299,22,11
43601,Holland Park West,$275-299,20,11
43602,Holloways Beach,$275-299,38,11
43603,Hollywell,$275-299,8,11
43604,Holmview,$275-299,20,11
43605,Home Hill,$275-299,21,11
43606,Horse Camp,$275-299,3,11
43607,Horseshoe Bay,$275-299,11,11
43608,Howard,$275-299,7,11
43609,Hudson,$275-299,3,11
43610,Hunchy,$275-299,3,11
43611,Hyde Park (Qld),$275-299,27,11
43612,Idalia,$275-299,25,11
43613,Ilkley,$275-299,3,11
43614,Imbil,$275-299,7,11
43615,Inala,$275-299,222,11
43616,Indooroopilly,$275-299,29,11
43617,Ingham,$275-299,33,11
43618,Inglewood (Qld),$275-299,3,11
43619,Innes Park,$275-299,32,11
43620,Innisfail,$275-299,7,11
43621,Innisfail Estate,$275-299,11,11
43622,Ipswich,$275-299,54,11
43623,Jacobs Well,$275-299,5,11
43624,Jimboomba,$275-299,18,11
43625,Jindalee (Qld),$275-299,5,11
43626,Jones Hill,$275-299,14,11
43627,Joyner,$275-299,6,11
43628,Jubilee Pocket,$275-299,14,11
43629,Julatten,$275-299,4,11
43630,Kairi,$275-299,3,11
43631,Kalbar,$275-299,9,11
43632,Kalinga,$275-299,7,11
43633,Kalkie,$275-299,30,11
43634,Kallangur,$275-299,213,11
43635,Kandanga,$275-299,10,11
43636,Kangaroo Point (Qld),$275-299,43,11
43637,Kanimbla (Qld),$275-299,4,11
43638,Karalee,$275-299,5,11
43639,Karana Downs,$275-299,6,11
43640,Karragarra Island,$275-299,4,11
43641,Karumba,$275-299,8,11
43642,Kawana,$275-299,47,11
43643,Kawungan,$275-299,44,11
43644,Kearneys Spring,$275-299,163,11
43645,Kedron,$275-299,79,11
43646,Kelso (Qld),$275-299,160,11
43647,Kelvin Grove,$275-299,52,11
43648,Kenilworth,$275-299,7,11
43649,Kensington (Qld),$275-299,10,11
43650,Kensington Grove,$275-299,6,11
43651,Keperra,$275-299,15,11
43652,Kepnock,$275-299,91,11
43653,Kewarra Beach,$275-299,15,11
43654,Kidaman Creek,$275-299,3,11
43655,Kilcoy,$275-299,63,11
43656,Killarney (Qld),$275-299,6,11
43657,Kin Kin,$275-299,7,11
43658,Kin Kora,$275-299,18,11
43659,Kingaroy,$275-299,123,11
43660,Kings Beach,$275-299,80,11
43661,Kingsthorpe,$275-299,13,11
43662,Kingston (Qld),$275-299,110,11
43663,Kippa-Ring,$275-299,86,11
43664,Kirkwood,$275-299,51,11
43665,Kirwan,$275-299,189,11
43666,Kleinton,$275-299,5,11
43667,Koongal,$275-299,57,11
43668,Kooralbyn,$275-299,12,11
43669,Kulangoor,$275-299,9,11
43670,Kuraby,$275-299,7,11
43671,Kuranda,$275-299,22,11
43672,Kurrimine Beach,$275-299,7,11
43673,Kybong,$275-299,4,11
43674,Labrador,$275-299,320,11
43675,Laceys Creek,$275-299,6,11
43676,Laidley,$275-299,123,11
43677,Laidley Creek West,$275-299,3,11
43678,Laidley Heights,$275-299,9,11
43679,Laidley North,$275-299,44,11
43680,Lake Barrine,$275-299,3,11
43681,Lammermoor,$275-299,9,11
43682,Landsborough (Qld),$275-299,11,11
43683,Langshaw,$275-299,3,11
43684,Lawnton,$275-299,118,11
43685,Leichhardt (Qld),$275-299,108,11
43686,Lockrose,$275-299,4,11
43687,Lockyer Waters,$275-299,3,11
43688,Logan Central,$275-299,84,11
43689,Logan Reserve,$275-299,3,11
43690,Logan Village,$275-299,3,11
43691,Loganholme,$275-299,10,11
43692,Loganlea,$275-299,62,11
43693,Longreach (Qld),$275-299,34,11
43694,Lota,$275-299,4,11
43695,Lowood,$275-299,187,11
43696,Lutwyche,$275-299,38,11
43697,Maaroom,$275-299,3,11
43698,Macgregor (Qld),$275-299,13,11
43699,Machans Beach,$275-299,7,11
43700,Mackay,$275-299,55,11
43701,Mackay Harbour,$275-299,3,11
43702,Macleay Island,$275-299,36,11
43703,Main Beach,$275-299,26,11
43704,Malanda,$275-299,17,11
43705,Maleny,$275-299,20,11
43706,Mandalay,$275-299,3,11
43707,Mango Hill,$275-299,42,11
43708,Manly (Qld),$275-299,12,11
43709,Manly West,$275-299,13,11
43710,Manoora (Qld),$275-299,155,11
43711,Mansfield (Qld),$275-299,12,11
43712,Manunda,$275-299,75,11
43713,Mapleton,$275-299,8,11
43714,Marburg,$275-299,4,11
43715,Marcoola,$275-299,56,11
43716,Marcus Beach,$275-299,4,11
43717,Mareeba,$275-299,96,11
43718,Margate (Qld),$275-299,80,11
43719,Marian,$275-299,13,11
43720,Maroochydore,$275-299,207,11
43721,Marsden,$275-299,81,11
43722,Maryborough (Qld),$275-299,172,11
43723,Maudsland,$275-299,3,11
43724,McDowall,$275-299,7,11
43725,Meikleville Hill,$275-299,4,11
43726,Menzies (Qld),$275-299,12,11
43727,Meridan Plains,$275-299,15,11
43728,Meringandan,$275-299,3,11
43729,Mermaid Beach,$275-299,64,11
43730,Mermaid Waters,$275-299,54,11
43731,Merrimac,$275-299,10,11
43732,Miami,$275-299,38,11
43733,Middle Ridge,$275-299,7,11
43734,Midge Point,$275-299,3,11
43735,Mighell,$275-299,8,11
43736,Miles,$275-299,9,11
43737,Millbank (Qld),$275-299,42,11
43738,Millchester,$275-299,3,11
43739,Millmerran,$275-299,9,11
43740,Millstream (Qld),$275-299,3,11
43741,Milton (Qld),$275-299,11,11
43742,Minden,$275-299,3,11
43743,Minyama,$275-299,9,11
43744,Mirani,$275-299,20,11
43745,Mirriwinni,$275-299,3,11
43746,Mission Beach,$275-299,7,11
43747,Mitchell (Qld),$275-299,5,11
43748,Mitchelton,$275-299,24,11
43749,Moffat Beach,$275-299,17,11
43750,Molendinar,$275-299,8,11
43751,Monkland,$275-299,18,11
43752,Monto,$275-299,3,11
43753,Montville,$275-299,5,11
43754,Mooloolaba,$275-299,73,11
43755,Mooloolah Valley,$275-299,10,11
43756,Moore Park Beach,$275-299,58,11
43757,Moores Pocket,$275-299,6,11
43758,Mooroobool,$275-299,75,11
43759,Moorooka,$275-299,63,11
43760,Moranbah,$275-299,49,11
43761,Morayfield,$275-299,251,11
43762,Morningside,$275-299,32,11
43763,Mornington (Qld),$275-299,13,11
43764,Mosman Park (Qld),$275-299,3,11
43765,Mossman,$275-299,13,11
43766,Mount Alford,$275-299,4,11
43767,Mount Coolum,$275-299,30,11
43768,Mount Gravatt,$275-299,12,11
43769,Mount Gravatt East,$275-299,41,11
43770,Mount Larcom,$275-299,4,11
43771,Mount Lofty,$275-299,50,11
43772,Mount Louisa,$275-299,114,11
43773,Mount Low,$275-299,41,11
43774,Mount Mee,$275-299,3,11
43775,Mount Morgan,$275-299,3,11
43776,Mount Nebo,$275-299,3,11
43777,Mount Perry,$275-299,4,11
43778,Mount Pleasant (Mackay - Qld),$275-299,33,11
43779,Mount Pleasant (Moreton Bay - Qld),$275-299,3,11
43780,Mount Sheridan (Qld),$275-299,26,11
43781,Mount Warren Park,$275-299,24,11
43782,Mountain Creek (Qld),$275-299,54,11
43783,Moura,$275-299,8,11
43784,Mourilyan,$275-299,5,11
43785,Mudgeeraba,$275-299,9,11
43786,Mudjimba,$275-299,13,11
43787,Mundingburra,$275-299,46,11
43788,Mundoo,$275-299,5,11
43789,Mundubbera,$275-299,9,11
43790,Murgon,$275-299,13,11
43791,Murrumba Downs,$275-299,27,11
43792,Nambour,$275-299,106,11
43793,Nanango,$275-299,24,11
43794,Nankin,$275-299,5,11
43795,Narangba,$275-299,30,11
43796,Nathan,$275-299,16,11
43797,Nebo,$275-299,4,11
43798,Nelly Bay,$275-299,17,11
43799,Nerang,$275-299,94,11
43800,New Auckland,$275-299,57,11
43801,New Farm,$275-299,108,11
43802,Newell,$275-299,3,11
43803,Newmarket,$275-299,47,11
43804,Newstead (Qld),$275-299,12,11
43805,Newtown (Ipswich - Qld),$275-299,33,11
43806,Newtown (Toowoomba - Qld),$275-299,267,11
43807,Ningi,$275-299,55,11
43808,Nobby,$275-299,8,11
43809,Nome,$275-299,4,11
43810,Noosa Heads,$275-299,12,11
43811,Noosaville,$275-299,27,11
43812,Norman Gardens,$275-299,82,11
43813,Norman Park,$275-299,17,11
43814,Normanton,$275-299,3,11
43815,North Booval,$275-299,69,11
43816,North Eton,$275-299,3,11
43817,North Ipswich,$275-299,111,11
43818,North Lakes,$275-299,127,11
43819,North Mackay,$275-299,55,11
43820,North Maclean,$275-299,5,11
43821,North Maleny,$275-299,3,11
43822,North Tivoli,$275-299,6,11
43823,North Toowoomba,$275-299,84,11
43824,North Ward,$275-299,131,11
43825,Northgate (Qld),$275-299,39,11
43826,Norville,$275-299,57,11
43827,Nundah,$275-299,153,11
43828,O'Connell (Qld),$275-299,3,11
43829,Oakey,$275-299,55,11
43830,Obum Obum,$275-299,4,11
43831,One Mile (Qld),$275-299,57,11
43832,Oonoonba,$275-299,20,11
43833,Ooralea,$275-299,14,11
43834,Ormeau,$275-299,9,11
43835,Ormiston,$275-299,7,11
