"","SSC","variable","value"
"759","Camboon (NSW)","Buddhism",0
"760","Cambra","Buddhism",0
"761","Cambridge Park","Buddhism",64
"762","Cambridge Plateau","Buddhism",0
"763","Camden","Buddhism",27
"764","Camden Head","Buddhism",0
"765","Camden Park (NSW)","Buddhism",4
"766","Camden South","Buddhism",20
"767","Camellia","Buddhism",0
"768","Cameron Park","Buddhism",97
"769","Camerons Creek","Buddhism",0
"770","Camira (NSW)","Buddhism",0
"771","Cammeray","Buddhism",136
"772","Camp Creek (NSW)","Buddhism",0
"773","Campbelltown (NSW)","Buddhism",360
"774","Camperdown (NSW)","Buddhism",318
"775","Campsie","Buddhism",2676
"776","Campvale","Buddhism",0
"777","Cams Wharf","Buddhism",0
"778","Canada Bay","Buddhism",27
"779","Canadian Lead","Buddhism",0
"780","Canbelego","Buddhism",0
"781","Candelo","Buddhism",6
"782","Cangai","Buddhism",0
"783","Caniaba","Buddhism",8
"784","Canley Heights","Buddhism",4221
"785","Canley Vale","Buddhism",3783
"786","Canobolas","Buddhism",8
"787","Canoelands","Buddhism",0
"788","Canonba","Buddhism",0
"789","Canowindra","Buddhism",9
"790","Canterbury (NSW)","Buddhism",513
"791","Canton Beach","Buddhism",5
"792","Canyonleigh","Buddhism",3
"793","Caparra","Buddhism",0
"794","Capeen Creek","Buddhism",0
"795","Capertee","Buddhism",0
"796","Capoompeta","Buddhism",0
"797","Captains Flat","Buddhism",0
"798","Carabost","Buddhism",0
"799","Caragabal","Buddhism",0
"800","Carcalgong","Buddhism",0
"801","Carcoar","Buddhism",4
"802","Cardiff (NSW)","Buddhism",56
"803","Cardiff Heights","Buddhism",4
"804","Cardiff South","Buddhism",25
"805","Carey Bay","Buddhism",3
"806","Cargo","Buddhism",8
"807","Carinda","Buddhism",0
"808","Caringbah","Buddhism",167
"809","Caringbah South","Buddhism",84
"810","Carlaminda","Buddhism",0
"811","Carlingford","Buddhism",1411
"812","Carlton (NSW)","Buddhism",504
"813","Carnes Hill","Buddhism",103
"814","Carnham","Buddhism",0
"815","Carool","Buddhism",0
"816","Caroona","Buddhism",0
"817","Carrabolla","Buddhism",0
"818","Carrai","Buddhism",0
"819","Carramar (NSW)","Buddhism",544
"820","Carrathool","Buddhism",0
"821","Carrick (NSW)","Buddhism",0
"822","Carrington (Mid-Coast - NSW)","Buddhism",0
"823","Carrington (Newcastle - NSW)","Buddhism",23
"824","Carrington Falls","Buddhism",0
"825","Carroll","Buddhism",0
"826","Carrowbrook","Buddhism",0
"827","Carrs Creek","Buddhism",0
"828","Carrs Island","Buddhism",0
"829","Carrs Peninsula","Buddhism",0
"830","Carss Park","Buddhism",30
"831","Cartwright","Buddhism",185
"832","Cartwrights Hill","Buddhism",0
"833","Carwell","Buddhism",0
"834","Carwoola","Buddhism",6
"835","Cascade (NSW)","Buddhism",0
"836","Casino","Buddhism",36
"837","Cassilis (NSW)","Buddhism",0
"838","Castle Cove","Buddhism",49
"839","Castle Doyle","Buddhism",0
"840","Castle Hill (NSW)","Buddhism",1392
"841","Castle Rock","Buddhism",0
"842","Castlecrag","Buddhism",49
"843","Castlereagh","Buddhism",19
"844","Casuarina (NSW)","Buddhism",30
"845","Catalina","Buddhism",19
"846","Cataract","Buddhism",0
"847","Cathcart (NSW)","Buddhism",0
"848","Catherine Field","Buddhism",6
"849","Catherine Hill Bay","Buddhism",0
"850","Cathundral","Buddhism",0
"851","Cattai","Buddhism",5
"852","Cattle Creek (NSW)","Buddhism",0
"853","Cavan (NSW)","Buddhism",0
"854","Caves Beach","Buddhism",35
"855","Cawdor (NSW)","Buddhism",0
"856","Cawongla","Buddhism",8
"857","Cecil Hills","Buddhism",635
"858","Cecil Park","Buddhism",11
"859","Cedar Brush Creek","Buddhism",0
"860","Cedar Creek (Cessnock - NSW)","Buddhism",0
"861","Cedar Creek (Tweed - NSW)","Buddhism",0
"862","Cedar Party","Buddhism",6
"863","Cedar Point","Buddhism",0
"864","Cells River","Buddhism",0
"865","Centennial Park (NSW)","Buddhism",61
"866","Central Colo","Buddhism",0
"867","Central Macdonald","Buddhism",0
"868","Central Mangrove","Buddhism",0
"869","Central Tilba","Buddhism",5
"870","Cessnock","Buddhism",97
"871","Chaelundi","Buddhism",0
"872","Chain Valley Bay","Buddhism",24
"873","Chakola","Buddhism",0
"874","Chambigne","Buddhism",0
"875","Charbon","Buddhism",0
"876","Charles Sturt University","Buddhism",3
"877","Charlestown (NSW)","Buddhism",143
"878","Charleys Forest","Buddhism",0
"879","Charlotte Bay","Buddhism",4
"880","Charlton (NSW)","Buddhism",0
"881","Charmhaven","Buddhism",33
"882","Chatham Valley","Buddhism",0
"883","Chatsbury","Buddhism",0
"884","Chatswood","Buddhism",1723
"885","Chatswood West","Buddhism",36
"886","Chatsworth (NSW)","Buddhism",0
"887","Cheero Point","Buddhism",0
"888","Cheltenham (NSW)","Buddhism",73
"889","Cherry Tree Hill","Buddhism",0
"890","Cherrybrook","Buddhism",968
"891","Chester Hill","Buddhism",1368
"892","Chichester (NSW)","Buddhism",0
"893","Chifley (NSW)","Buddhism",67
"894","Chilcotts Creek","Buddhism",0
"895","Chilcotts Grass","Buddhism",0
"896","Chillingham","Buddhism",0
"897","Chinderah","Buddhism",9
"898","Chinnock","Buddhism",4
"899","Chippendale","Buddhism",864
"900","Chipping Norton","Buddhism",417
"901","Chisholm (NSW)","Buddhism",4
"902","Chiswick","Buddhism",78
"903","Chittaway Bay","Buddhism",30
"904","Chittaway Point","Buddhism",12
"905","Chowan Creek","Buddhism",0
"906","Chullora","Buddhism",0
"907","Church Point","Buddhism",7
"908","Clandulla","Buddhism",0
"909","Clare (NSW)","Buddhism",0
"910","Clarence","Buddhism",0
"911","Clarence Town","Buddhism",11
"912","Clarendon (NSW)","Buddhism",0
"913","Clarenza","Buddhism",0
"914","Clareville","Buddhism",7
"915","Claymore","Buddhism",41
"916","Clear Creek","Buddhism",0
"917","Clear Range","Buddhism",0
"918","Clearfield","Buddhism",0
"919","Clemton Park","Buddhism",45
"920","Clergate","Buddhism",0
"921","Cleveland (NSW)","Buddhism",0
"922","Clifden","Buddhism",0
"923","Clifton (NSW)","Buddhism",0
"924","Clifton Grove","Buddhism",3
"925","Clontarf (NSW)","Buddhism",26
"926","Clothiers Creek","Buddhism",4
"927","Clouds Creek","Buddhism",0
"928","Clovelly","Buddhism",61
"929","Clunes (NSW)","Buddhism",19
"930","Clybucca","Buddhism",9
"931","Clyde (NSW)","Buddhism",0
"932","Clydesdale (NSW)","Buddhism",0
"933","Coal Point","Buddhism",12
"934","Coalcliff","Buddhism",0
"935","Coaldale","Buddhism",0
"936","Coasters Retreat","Buddhism",0
"937","Cobaki","Buddhism",0
"938","Cobaki Lakes","Buddhism",0
"939","Cobar","Buddhism",20
"940","Cobar Park","Buddhism",0
"941","Cobargo","Buddhism",10
"942","Cobark","Buddhism",0
"943","Cobbadah","Buddhism",0
"944","Cobbitty","Buddhism",16
"945","Cobramunga","Buddhism",0
"946","Cockwhy","Buddhism",0
"947","Codrington (NSW)","Buddhism",0
"948","Coffee Camp","Buddhism",0
"949","Coffs Harbour","Buddhism",279
"950","Coggan","Buddhism",0
"951","Cogra Bay","Buddhism",0
"952","Coila","Buddhism",0
"953","Coldstream (NSW)","Buddhism",0
"954","Coleambally","Buddhism",6
"955","Coledale","Buddhism",18
"956","Colinroobie","Buddhism",0
"957","Colinton (NSW)","Buddhism",0
"958","Collarenebri","Buddhism",0
"959","Collaroy (NSW)","Buddhism",87
"960","Collaroy Plateau","Buddhism",36
"961","Collector","Buddhism",0
"962","Collendina","Buddhism",0
"963","Collerina","Buddhism",0
"964","Collie (NSW)","Buddhism",0
"965","Collingullie","Buddhism",0
"966","Collingwood (NSW)","Buddhism",0
"967","Collins Creek","Buddhism",3
"968","Collombatti","Buddhism",4
"969","Collum Collum","Buddhism",0
"970","Colly Blue","Buddhism",0
"971","Colo (Bathurst Regional - NSW)","Buddhism",0
"972","Colo (Hawkesbury - NSW)","Buddhism",0
"973","Colo Heights","Buddhism",0
"974","Colo Vale","Buddhism",9
"975","Colongra","Buddhism",0
"976","Colyton","Buddhism",100
"977","Comara","Buddhism",0
"978","Combaning","Buddhism",0
"979","Combara","Buddhism",0
"980","Comberton","Buddhism",0
"981","Comboyne","Buddhism",5
"982","Come By Chance","Buddhism",0
"983","Comerong Island","Buddhism",0
"984","Commissioners Creek","Buddhism",5
"985","Como (NSW)","Buddhism",52
"986","Comobella","Buddhism",0
"987","Conargo","Buddhism",0
"988","Concord","Buddhism",313
"989","Concord West","Buddhism",156
"990","Condell Park","Buddhism",825
"991","Condobolin","Buddhism",10
"992","Condong","Buddhism",3
"993","Coneac","Buddhism",0
"994","Congarinni","Buddhism",0
"995","Congarinni North","Buddhism",4
"996","Congewai","Buddhism",0
"997","Congo","Buddhism",0
"998","Conimbia","Buddhism",0
"999","Coniston","Buddhism",43
"1000","Conjola","Buddhism",4
"1001","Conjola Park","Buddhism",4
"1002","Connells Point","Buddhism",78
"1003","Constitution Hill","Buddhism",76
"1004","Coogee (NSW)","Buddhism",179
"1005","Cookamidgera","Buddhism",0
"1006","Cookardinia","Buddhism",0
"1007","Cooks Gap","Buddhism",0
"1008","Cooks Hill","Buddhism",43
"1009","Cooks Myalls","Buddhism",0
"1010","Coolabah","Buddhism",0
"1011","Coolac","Buddhism",0
"1012","Coolagolite","Buddhism",4
"1013","Coolah","Buddhism",4
"1014","Coolamon","Buddhism",8
"1015","Coolangatta (NSW)","Buddhism",3
"1016","Coolangubra","Buddhism",0
"1017","Coolatai","Buddhism",0
"1018","Cooleman","Buddhism",0
"1019","Cooleys Creek","Buddhism",0
"1020","Coolgardie (NSW)","Buddhism",0
"1021","Coolongolook","Buddhism",3
"1022","Coolringdon","Buddhism",0
"1023","Coolumbooka","Buddhism",0
"1024","Coolumburra","Buddhism",0
"1025","Cooma (NSW)","Buddhism",67
"1026","Coomba Bay","Buddhism",4
"1027","Coomba Park","Buddhism",0
"1028","Coombadjha","Buddhism",0
"1029","Coombell","Buddhism",0
"1030","Coomealla","Buddhism",0
"1031","Coomoo Coomoo","Buddhism",0
"1032","Coonamble","Buddhism",11
"1033","Coongbar","Buddhism",0
"1034","Cooperabung","Buddhism",0
"1035","Coopernook","Buddhism",0
"1036","Coopers Gully","Buddhism",0
"1037","Coopers Shoot","Buddhism",7
"1038","Cooplacurripa","Buddhism",0
"1039","Coorabell","Buddhism",10
"1040","Cooranbong","Buddhism",16
"1041","Cootamundra","Buddhism",18
"1042","Cootralantra","Buddhism",0
"1043","Cooyal","Buddhism",0
"1044","Copacabana","Buddhism",31
"1045","Cope","Buddhism",0
"1046","Copeland","Buddhism",0
"1047","Copeton","Buddhism",0
"1048","Copmanhurst","Buddhism",5
"1049","Coppabella (NSW)","Buddhism",0
"1050","Copperhannia","Buddhism",0
"1051","Coraki","Buddhism",7
"1052","Coralville","Buddhism",0
"1053","Coramba","Buddhism",7
"1054","Corang","Buddhism",0
"1055","Corangula","Buddhism",0
"1056","Corbie Hill","Buddhism",0
"1057","Cordeaux","Buddhism",0
"1058","Cordeaux Heights","Buddhism",31
"1059","Coree","Buddhism",0
"1060","Coreen","Buddhism",0
"1061","Corindi Beach","Buddhism",29
"1062","Corinella (NSW)","Buddhism",0
"1063","Corlette","Buddhism",44
"1064","Corndale (NSW)","Buddhism",4
"1065","Corney Town","Buddhism",0
"1066","Cornwallis","Buddhism",0
"1067","Corobimilla","Buddhism",0
"1068","Corowa","Buddhism",38
"1069","Corrabare","Buddhism",0
"1070","Corrimal","Buddhism",84
"1071","Corrong","Buddhism",0
"1072","Corrowong","Buddhism",0
"1073","Corunna","Buddhism",0
"1074","Cottage Point","Buddhism",0
"1075","Cottonvale (NSW)","Buddhism",0
"1076","Cougal","Buddhism",0
"1077","Countegany","Buddhism",0
"1078","Courabyra","Buddhism",0
"1079","Couradda","Buddhism",0
"1080","Couragago","Buddhism",0
"1081","Couridjah","Buddhism",3
"1082","Coutts Crossing","Buddhism",8
"1083","Cow Flat","Buddhism",0
"1084","Cowabbie","Buddhism",0
"1085","Cowan","Buddhism",5
"1086","Cowper","Buddhism",0
"1087","Cowra","Buddhism",46
"1088","Coxs Creek","Buddhism",0
"1089","Coxs Crown","Buddhism",0
"1090","Crabbes Creek","Buddhism",0
"1091","Crackenback","Buddhism",0
"1092","Craigie (NSW)","Buddhism",0
"1093","Cranebrook","Buddhism",139
"1094","Crangan Bay","Buddhism",0
"1095","Craven","Buddhism",0
"1096","Craven Plateau","Buddhism",0
"1097","Crawford River","Buddhism",0
"1098","Crawney","Buddhism",0
"1099","Creewah","Buddhism",0
"1100","Cremorne (NSW)","Buddhism",326
"1101","Cremorne Point","Buddhism",24
"1102","Crescent Head","Buddhism",20
"1103","Cringila","Buddhism",18
"1104","Croki","Buddhism",0
"1105","Cromer (NSW)","Buddhism",71
"1106","Cronulla","Buddhism",173
"1107","Crooble","Buddhism",0
"1108","Croobyar","Buddhism",0
"1109","Crooked Corner","Buddhism",0
"1110","Crookwell","Buddhism",10
"1111","Croom","Buddhism",0
"1112","Croppa Creek","Buddhism",0
"1113","Cross Roads (NSW)","Buddhism",0
"1114","Crosslands","Buddhism",0
"1115","Croudace Bay","Buddhism",10
"1116","Crowdy Bay National Park","Buddhism",0
"1117","Crowdy Head","Buddhism",0
"1118","Crows Nest (NSW)","Buddhism",151
"1119","Crowther","Buddhism",0
"1120","Crowther Island","Buddhism",0
"1121","Croydon (NSW)","Buddhism",512
"1122","Croydon Park (NSW)","Buddhism",316
"1123","Crudine","Buddhism",0
"1124","Cryon","Buddhism",0
"1125","Crystal Creek (NSW)","Buddhism",3
"1126","Cubba","Buddhism",0
"1127","Cudal","Buddhism",3
"1128","Cudgegong","Buddhism",0
"1129","Cudgel","Buddhism",0
"1130","Cudgen","Buddhism",10
"1131","Cudgera Creek","Buddhism",3
"1132","Cudmirrah","Buddhism",0
"1133","Culburra Beach","Buddhism",20
"1134","Culcairn","Buddhism",4
"1135","Cullen Bullen","Buddhism",0
"1136","Cullenbone","Buddhism",0
"1137","Cullendore","Buddhism",0
"1138","Cullerin","Buddhism",0
"1139","Cullivel","Buddhism",0
"1140","Culmaran Creek","Buddhism",0
"1141","Cumbalum","Buddhism",12
"1142","Cumbandry","Buddhism",0
"1143","Cumberland Reach","Buddhism",0
"1144","Cumbo","Buddhism",0
"1145","Cumborah","Buddhism",0
"1146","Cumnock","Buddhism",0
"1147","Cundle Flat","Buddhism",0
"1148","Cundletown","Buddhism",10
"1149","Cundumbul","Buddhism",0
"1150","Cunjurong Point","Buddhism",0
"1151","Cunningar","Buddhism",0
"1152","Cunninyeuk","Buddhism",0
"1153","Curban","Buddhism",0
"1154","Curl Curl","Buddhism",9
"1155","Curlew Waters","Buddhism",0
"1156","Curlewis (NSW)","Buddhism",4
"1157","Curlwaa","Buddhism",0
"1158","Curra Creek","Buddhism",0
"1159","Currabubula","Buddhism",0
"1160","Curragh","Buddhism",0
"1161","Curramore (NSW)","Buddhism",0
"1162","Currans Hill","Buddhism",107
"1163","Currarong","Buddhism",3
"1164","Currawang","Buddhism",0
"1165","Currawarna","Buddhism",0
"1166","Curraweela","Buddhism",0
"1167","Curricabark","Buddhism",0
"1168","Currowan","Buddhism",0
"1169","Cuttabri","Buddhism",0
"1170","Cuttagee","Buddhism",0
"1171","Dabee","Buddhism",0
"1172","Daceyville","Buddhism",28
"1173","Dairy Arm","Buddhism",0
"1174","Dairy Flat","Buddhism",0
"1175","Dairymans Plains","Buddhism",0
"1176","Daleys Point","Buddhism",5
"1177","Dalgety","Buddhism",0
"1178","Dalmeny","Buddhism",21
"1179","Dalmorton","Buddhism",0
"1180","Dalswinton","Buddhism",6
"1181","Dalton","Buddhism",0
"1182","Dalwood (Ballina - NSW)","Buddhism",0
"1183","Dalwood (Singleton - NSW)","Buddhism",0
"1184","Dandaloo","Buddhism",0
"1185","Dandry","Buddhism",0
"1186","Dangar Island","Buddhism",6
"1187","Dangarsleigh","Buddhism",0
"1188","Dangelong","Buddhism",0
"1189","Dapto","Buddhism",85
"1190","Darawank","Buddhism",0
"1191","Darbalara","Buddhism",0
"1192","Darbys Falls","Buddhism",3
"1193","Dareton","Buddhism",0
"1194","Dargan","Buddhism",0
"1195","Dark Corner","Buddhism",0
"1196","Darkes Forest","Buddhism",0
"1197","Darkwood","Buddhism",3
"1198","Darling Point","Buddhism",45
"1199","Darlinghurst","Buddhism",420
"1200","Darlington (Singleton - NSW)","Buddhism",4
"1201","Darlington (Sydney - NSW)","Buddhism",133
"1202","Darlington Point","Buddhism",0
"1203","Darlow","Buddhism",0
"1204","Dartbrook","Buddhism",0
"1205","Daruka","Buddhism",0
"1206","Davidson","Buddhism",16
"1207","Davis Creek","Buddhism",0
"1208","Davistown","Buddhism",16
"1209","Dawes Point","Buddhism",4
"1210","Daysdale","Buddhism",0
"1211","Deauville","Buddhism",0
"1212","Debenham","Buddhism",0
"1213","Dee Why","Buddhism",946
"1214","Deep Creek (Clarence Valley - NSW)","Buddhism",0
"1215","Deep Creek (Kempsey - NSW)","Buddhism",0
"1216","Deep Creek (Kyogle - NSW)","Buddhism",0
"1217","Deepwater (NSW)","Buddhism",0
"1218","Deer Vale","Buddhism",4
"1219","Delegate","Buddhism",3
"1220","Delungra","Buddhism",0
"1221","Denham Court","Buddhism",26
"1222","Denhams Beach","Buddhism",3
"1223","Deniliquin","Buddhism",27
"1224","Denistone","Buddhism",150
"1225","Denistone East","Buddhism",99
"1226","Denistone West","Buddhism",26
"1227","Denman","Buddhism",6
"1228","Depot Beach","Buddhism",0
"1229","Derriwong","Buddhism",0
"1230","Deua","Buddhism",0
"1231","Deua River Valley","Buddhism",0
"1232","Devils Hole","Buddhism",0
"1233","Dewitt","Buddhism",0
"1234","Dharruk","Buddhism",34
"1235","Dhulura","Buddhism",0
"1236","Dhuragoon","Buddhism",0
"1237","Diamond Beach","Buddhism",17
"1238","Diamond Head","Buddhism",0
"1239","Diehard","Buddhism",0
"1240","Diggers Camp","Buddhism",0
"1241","Dignams Creek","Buddhism",0
"1242","Dilkoon","Buddhism",0
"1243","Dilpurra","Buddhism",0
"1244","Dingo Forest","Buddhism",0
"1245","Dinoga","Buddhism",0
"1246","Dirnaseer","Buddhism",0
"1247","Dirty Creek","Buddhism",0
"1248","Dobies Bight","Buddhism",0
"1249","Doctor George Mountain","Buddhism",0
"1250","Doctors Gap","Buddhism",0
"1251","Dog Rocks","Buddhism",0
"1252","Dolans Bay","Buddhism",0
"1253","Dolls Point","Buddhism",25
"1254","Dollys Flat","Buddhism",0
"1255","Dolphin Point","Buddhism",4
"1256","Dombarton","Buddhism",0
"1257","Donald Creek","Buddhism",0
"1258","Dondingalong","Buddhism",7
"1259","Doon Doon","Buddhism",0
"1260","Doonbah","Buddhism",5
"1261","Dooralong","Buddhism",4
"1262","Dora Creek","Buddhism",16
"1263","Dorrigo","Buddhism",17
"1264","Dorrigo Mountain","Buddhism",0
"1265","Dorroughby","Buddhism",0
"1266","Double Bay","Buddhism",45
"1267","Doubtful Creek","Buddhism",0
"1268","Dover Heights","Buddhism",29
"1269","Downside","Buddhism",0
"1270","Doyalson","Buddhism",0
"1271","Doyalson North","Buddhism",0
"1272","Doyles Creek","Buddhism",0
"1273","Doyles River","Buddhism",0
"1274","Drake","Buddhism",0
"1275","Drildool","Buddhism",0
"1276","Dripstone","Buddhism",0
"1277","Drummoyne","Buddhism",240
"1278","Dry Creek (NSW)","Buddhism",0
"1279","Dry Plain","Buddhism",0
"1280","Dubbo","Buddhism",283
"1281","Duck Creek","Buddhism",0
"1282","Duckenfield","Buddhism",0
"1283","Duckmaloi","Buddhism",0
"1284","Dudley","Buddhism",29
"1285","Duffys Forest","Buddhism",6
"1286","Dulguigan","Buddhism",4
"1287","Dulwich Hill","Buddhism",475
"1288","Dum Dum","Buddhism",0
"1289","Dumaresq","Buddhism",0
"1290","Dumaresq Island","Buddhism",0
"1291","Dumaresq Valley","Buddhism",0
"1292","Dumbudgery","Buddhism",0
"1293","Dunbible","Buddhism",0
"1294","Dunbogan","Buddhism",8
"1295","Duncans Creek","Buddhism",0
"1296","Dundas (NSW)","Buddhism",197
"1297","Dundas Valley","Buddhism",206
"1298","Dundee","Buddhism",6
"1299","Dundurrabin","Buddhism",7
"1300","Dunedoo","Buddhism",3
"1301","Dungarubba","Buddhism",0
"1302","Dungay","Buddhism",0
"1303","Dungeree","Buddhism",0
"1304","Dungog","Buddhism",13
"1305","Dungowan","Buddhism",3
"1306","Dunkeld (NSW)","Buddhism",0
"1307","Dunmore (NSW)","Buddhism",0
"1308","Dunolly (NSW)","Buddhism",0
"1309","Dunoon","Buddhism",8
"1310","Duns Creek","Buddhism",7
"1311","Dunville Loop","Buddhism",0
"1312","Dural (Hornsby - NSW)","Buddhism",215
"1313","Dural (Singleton - NSW)","Buddhism",0
"1314","Duramana","Buddhism",0
"1315","Duranbah","Buddhism",6
"1316","Duri","Buddhism",3
"1317","Duroby","Buddhism",0
"1318","Durran Durra","Buddhism",0
"1319","Durras North","Buddhism",0
"1320","Durren Durren","Buddhism",0
"1321","Duval","Buddhism",0
"1322","Dyers Crossing","Buddhism",0
"1323","Dyraaba","Buddhism",0
"1324","Dyrring","Buddhism",0
"1325","Eagle Vale","Buddhism",235
"1326","Eagleton","Buddhism",0
"1327","Earlwood","Buddhism",520
"1328","East Albury","Buddhism",94
"1329","East Ballina","Buddhism",78
"1330","East Branxton","Buddhism",15
"1331","East Coraki","Buddhism",0
"1332","East Corrimal","Buddhism",54
"1333","East Gosford","Buddhism",60
"1334","East Gresford","Buddhism",0
"1335","East Hills","Buddhism",93
"1336","East Jindabyne","Buddhism",6
"1337","East Kangaloon","Buddhism",0
"1338","East Kempsey","Buddhism",22
"1339","East Killara","Buddhism",152
"1340","East Kurrajong","Buddhism",8
"1341","East Lindfield","Buddhism",132
"1342","East Lismore","Buddhism",69
"1343","East Lynne","Buddhism",0
"1344","East Maitland","Buddhism",87
"1345","East Ryde","Buddhism",36
"1346","East Seaham","Buddhism",0
"1347","East Tamworth","Buddhism",27
"1348","East Wagga Wagga","Buddhism",0
"1349","East Wardell","Buddhism",0
"1350","Eastern Creek","Buddhism",18
"1351","Eastgardens","Buddhism",28
