"","V1","SSC","variable","value"
"52797","3538077","Rankin Park","Walked only",16
"52798","3538078","Rankins Springs","Walked only",12
"52799","3538079","Rannock","Walked only",9
"52800","3538080","Rappville","Walked only",4
"52801","3538081","Rathmines","Walked only",10
"52802","3538082","Ravensdale","Walked only",3
"52803","3538083","Ravenswood (NSW)","Walked only",5
"52804","3538087","Raworth","Walked only",3
"52805","3538088","Rawsonville","Walked only",6
"52806","3538089","Raymond Terrace","Walked only",84
"52807","3538090","Razorback","Walked only",5
"52808","3538091","Red Head","Walked only",9
"52809","3538096","Red Rock","Walked only",12
"52810","3538101","Redfern","Walked only",1398
"52811","3538102","Redhead","Walked only",23
"52812","3538104","Reedy Creek (NSW)","Walked only",3
"52813","3538105","Reedy Swamp","Walked only",5
"52814","3538107","Regents Park (NSW)","Walked only",31
"52815","3538108","Regentville","Walked only",7
"52816","3538110","Reidsdale","Walked only",7
"52817","3538112","Renwick","Walked only",7
"52818","3538114","Repton","Walked only",4
"52819","3538115","Reserve Creek","Walked only",6
"52820","3538117","Revesby","Walked only",128
"52821","3538118","Revesby Heights","Walked only",5
"52822","3538120","Rhodes","Walked only",300
"52823","3538122","Richmond (NSW)","Walked only",148
"52824","3538126","Rileys Hill","Walked only",4
"52825","3538127","Ringwood (NSW)","Walked only",4
"52826","3538130","Riverstone","Walked only",60
"52827","3538132","Riverview (NSW)","Walked only",65
"52828","3538133","Riverwood","Walked only",107
"52829","3538136","Robertson (NSW)","Walked only",25
"52830","3538137","Robin Hill","Walked only",11
"52831","3538138","Rock Flat","Walked only",4
"52832","3538140","Rock Valley","Walked only",5
"52833","3538141","Rockdale","Walked only",258
"52834","3538142","Rockley","Walked only",3
"52835","3538147","Rocky Glen","Walked only",4
"52836","3538153","Rodd Point","Walked only",11
"52837","3538157","Rooty Hill","Walked only",80
"52838","3538159","Ropes Crossing","Walked only",18
"52839","3538160","Rose Bay (NSW)","Walked only",213
"52840","3538163","Rosebank","Walked only",13
"52841","3538165","Roseberry","Walked only",3
"52842","3538166","Roseberry Creek","Walked only",4
"52843","3538167","Rosebery (NSW)","Walked only",251
"52844","3538169","Rosedale (NSW)","Walked only",4
"52845","3538170","Rosehill (NSW)","Walked only",110
"52846","3538171","Roselands","Walked only",72
"52847","3538172","Rosemeadow","Walked only",25
"52848","3538174","Roseville","Walked only",163
"52849","3538175","Roseville Chase","Walked only",19
"52850","3538177","Rosewood (Snowy Valleys - NSW)","Walked only",10
"52851","3538178","Roslyn","Walked only",4
"52852","3538182","Rossmore (NSW)","Walked only",42
"52853","3538189","Rous","Walked only",10
"52854","3538191","Rouse Hill","Walked only",54
"52855","3538193","Rowena","Walked only",9
"52856","3538194","Rowlands Creek","Walked only",3
"52857","3538195","Royal National Park","Walked only",6
"52858","3538196","Royalla","Walked only",4
"52859","3538197","Rozelle","Walked only",314
"52860","3538202","Run-o-Waters","Walked only",7
"52861","3538205","Ruse","Walked only",28
"52862","3538206","Rushcutters Bay","Walked only",363
"52863","3538207","Rushes Creek","Walked only",6
"52864","3538208","Rushforth","Walked only",3
"52865","3538209","Russell Lea","Walked only",38
"52866","3538210","Russell Vale","Walked only",8
"52867","3538211","Rutherford","Walked only",74
"52868","3538214","Rydal","Walked only",5
"52869","3538215","Rydalmere","Walked only",42
"52870","3538216","Ryde","Walked only",360
"52871","3538219","Rylstone","Walked only",16
"52872","3538221","Sackville North","Walked only",3
"52873","3538223","Sadleir","Walked only",8
"52874","3538224","Safety Beach (NSW)","Walked only",9
"52875","3538225","Salamander Bay","Walked only",36
"52876","3538226","Salisbury (NSW)","Walked only",3
"52877","3538227","Salisbury Plains","Walked only",3
"52878","3538229","Salt Ash","Walked only",10
"52879","3538233","Sancrox","Walked only",7
"52880","3538234","Sanctuary Point","Walked only",44
"52881","3538237","Sandigo","Walked only",4
"52882","3538240","Sandringham (NSW)","Walked only",9
"52883","3538241","Sandy Beach","Walked only",13
"52884","3538251","Sans Souci","Walked only",75
"52885","3538253","Sapphire Beach","Walked only",9
"52886","3538254","Saratoga","Walked only",23
"52887","3538259","Sawpit Creek","Walked only",3
"52888","3538260","Sawtell","Walked only",55
"52889","3538261","Sawyers Gully","Walked only",3
"52890","3538264","Schofields","Walked only",26
"52891","3538265","Scone","Walked only",115
"52892","3538266","Scotia","Walked only",4
"52893","3538267","Scotland Island","Walked only",13
"52894","3538270","Scotts Head","Walked only",9
"52895","3538271","Seaforth (NSW)","Walked only",66
"52896","3538272","Seaham","Walked only",3
"52897","3538274","Seal Rocks","Walked only",5
"52898","3538275","Sebastopol (NSW)","Walked only",6
"52899","3538277","Seelands","Walked only",3
"52900","3538278","Sefton","Walked only",28
"52901","3538279","Segenhoe","Walked only",12
"52902","3538280","Seven Hills (NSW)","Walked only",116
"52903","3538281","Seven Oaks","Walked only",4
"52904","3538284","Shallow Bay","Walked only",3
"52905","3538285","Shalvey","Walked only",13
"52906","3538286","Shanes Park","Walked only",12
"52907","3538287","Shannon Brook","Walked only",3
"52908","3538290","Shannons Flat","Walked only",3
"52909","3538294","Shell Cove","Walked only",32
"52910","3538295","Shellharbour","Walked only",26
"52911","3538296","Shellharbour City Centre","Walked only",4
"52912","3538297","Shelly Beach (NSW)","Walked only",11
"52913","3538301","Shoal Bay (NSW)","Walked only",23
"52914","3538302","Shoalhaven Heads","Walked only",27
"52915","3538304","Shortland","Walked only",19
"52916","3538306","Silverdale (NSW)","Walked only",8
"52917","3538309","Silverwater (Parramatta - NSW)","Walked only",46
"52918","3538311","Singleton (NSW)","Walked only",88
"52919","3538312","Singleton Heights","Walked only",15
"52920","3538313","Singleton Military Area","Walked only",164
"52921","3538316","Skennars Head","Walked only",18
"52922","3538321","Smithfield (NSW)","Walked only",54
"52923","3538324","Smiths Creek (Tweed - NSW)","Walked only",8
"52924","3538325","Smiths Lake","Walked only",11
"52925","3538326","Smithtown","Walked only",21
"52926","3538332","Soldiers Point","Walked only",17
"52927","3538333","Somersby","Walked only",33
"52928","3538334","Somerton (NSW)","Walked only",8
"52929","3538335","South Albury","Walked only",71
"52930","3538336","South Arm (Clarence Valley - NSW)","Walked only",3
"52931","3538338","South Ballina","Walked only",3
"52932","3538339","South Bathurst","Walked only",26
"52933","3538340","South Bowenfels","Walked only",8
"52934","3538341","South Coogee","Walked only",58
"52935","3538342","South Durras","Walked only",9
"52936","3538343","South Golden Beach","Walked only",8
"52937","3538344","South Grafton","Walked only",84
"52938","3538345","South Granville","Walked only",17
"52939","3538346","South Gundagai","Walked only",6
"52940","3538347","South Gundurimba","Walked only",3
"52941","3538348","South Guyra","Walked only",5
"52942","3538349","South Hurstville","Walked only",66
"52943","3538350","South Kempsey","Walked only",10
"52944","3538351","South Lismore","Walked only",45
"52945","3538353","South Maitland","Walked only",4
"52946","3538354","South Maroota","Walked only",9
"52947","3538355","South Murwillumbah","Walked only",11
"52948","3538356","South Nowra","Walked only",13
"52949","3538357","South Pambula","Walked only",4
"52950","3538358","South Penrith","Walked only",58
"52951","3538359","South Tamworth","Walked only",66
"52952","3538360","South Turramurra","Walked only",21
"52953","3538361","South Wentworthville","Walked only",22
"52954","3538362","South West Rocks","Walked only",79
"52955","3538363","South Windsor","Walked only",58
"52956","3538367","Speers Point","Walked only",21
"52957","3538370","Spicers Creek","Walked only",8
"52958","3538372","Splitters Creek","Walked only",4
"52959","3538373","Spring Creek (NSW)","Walked only",9
"52960","3538374","Spring Farm (NSW)","Walked only",10
"52961","3538380","Spring Plains","Walked only",3
"52962","3538381","Spring Ridge","Walked only",18
"52963","3538382","Spring Terrace","Walked only",3
"52964","3538384","Springdale Heights","Walked only",8
"52965","3538385","Springfield (Central Coast - NSW)","Walked only",11
"52966","3538387","Springrange","Walked only",9
"52967","3538390","Springvale (Wagga Wagga - NSW)","Walked only",9
"52968","3538391","Springwood (NSW)","Walked only",91
"52969","3538392","St Albans (NSW)","Walked only",6
"52970","3538393","St Andrews (NSW)","Walked only",27
"52971","3538394","St Clair (Penrith - NSW)","Walked only",58
"52972","3538398","St Georges Basin","Walked only",19
"52973","3538400","St Huberts Island","Walked only",3
"52974","3538401","St Ives (NSW)","Walked only",166
"52975","3538402","St Ives Chase","Walked only",14
"52976","3538403","St Johns Park","Walked only",23
"52977","3538404","St Leonards (NSW)","Walked only",473
"52978","3538405","St Marys (NSW)","Walked only",97
"52979","3538406","St Peters (NSW)","Walked only",109
"52980","3538408","Stanbridge","Walked only",3
"52981","3538410","Stanhope (NSW)","Walked only",5
"52982","3538411","Stanhope Gardens","Walked only",41
"52983","3538412","Stanmore (NSW)","Walked only",307
"52984","3538415","Stanwell Park","Walked only",23
"52985","3538416","Stanwell Tops","Walked only",8
"52986","3538422","Stockinbingal","Walked only",3
"52987","3538424","Stockton (NSW)","Walked only",68
"52988","3538426","Stokers Siding","Walked only",5
"52989","3538427","Stonehenge (NSW)","Walked only",3
"52990","3538429","Stony Chute","Walked only",3
"52991","3538434","Stratford (NSW)","Walked only",3
"52992","3538437","Strathfield (NSW)","Walked only",439
"52993","3538438","Strathfield South","Walked only",25
"52994","3538439","Stroud","Walked only",20
"52995","3538441","Stroud Road","Walked only",3
"52996","3538442","Stuart Town","Walked only",3
"52997","3538443","Stuarts Point","Walked only",21
"52998","3538446","Suffolk Park","Walked only",36
"52999","3538449","Summer Hill (Inner West - NSW)","Walked only",170
"53000","3538451","Summer Island","Walked only",3
"53001","3538452","Summerland Point","Walked only",5
"53002","3538454","Sunny Corner","Walked only",5
"53003","3538457","Sunshine Bay","Walked only",9
"53004","3538459","Surf Beach (NSW)","Walked only",9
"53005","3538460","Surfside","Walked only",7
"53006","3538461","Surry Hills","Walked only",3260
"53007","3538462","Sussex Inlet","Walked only",28
"53008","3538463","Sutherland (NSW)","Walked only",171
"53009","3538464","Sutton (NSW)","Walked only",10
"53010","3538465","Sutton Forest","Walked only",14
"53011","3538466","Swan Bay (Port Stephens - NSW)","Walked only",3
"53012","3538467","Swan Bay (Richmond Valley - NSW)","Walked only",3
"53013","3538468","Swan Creek (NSW)","Walked only",4
"53014","3538473","Swansea (NSW)","Walked only",47
"53015","3538476","Sydenham (NSW)","Walked only",33
"53016","3538477","Sydney","Walked only",4437
"53017","3538478","Sydney Olympic Park","Walked only",71
"53018","3538479","Sylvania","Walked only",69
"53019","3538480","Sylvania Waters","Walked only",19
"53020","3538483","Tabbita","Walked only",3
"53021","3538484","Table Top","Walked only",12
"53022","3538485","Tabulam","Walked only",14
"53023","3538489","Tahmoor","Walked only",35
"53024","3538492","Talbingo","Walked only",6
"53025","3538494","Tallimba","Walked only",3
"53026","3538495","Tallong","Walked only",8
"53027","3538503","Tamarama","Walked only",38
"53028","3538505","Tambar Springs","Walked only",5
"53029","3538508","Tamworth","Walked only",18
"53030","3538510","Tanilba Bay","Walked only",11
"53031","3538511","Tanja","Walked only",4
"53032","3538512","Tannabar","Walked only",3
"53033","3538513","Tannas Mount","Walked only",5
"53034","3538516","Tantonan","Walked only",3
"53035","3538517","Tapitallee","Walked only",7
"53036","3538519","Taradale (NSW)","Walked only",4
"53037","3538520","Tarago","Walked only",6
"53038","3538521","Taralga","Walked only",12
"53039","3538525","Tarcutta","Walked only",16
"53040","3538526","Taree","Walked only",188
"53041","3538527","Taree South","Walked only",4
"53042","3538528","Taren Point","Walked only",5
"53043","3538530","Tarraganda","Walked only",9
"53044","3538531","Tarrawanna","Walked only",12
"53045","3538532","Tarriaro","Walked only",4
"53046","3538535","Tatham","Walked only",4
"53047","3538536","Tathra","Walked only",37
"53048","3538537","Tatton","Walked only",13
"53049","3538538","Taylors Arm","Walked only",4
"53050","3538540","Taylors Flat","Walked only",6
"53051","3538541","Tea Gardens","Walked only",41
"53052","3538542","Telarah","Walked only",19
"53053","3538543","Telegraph Point","Walked only",12
"53054","3538544","Telopea","Walked only",25
"53055","3538546","Temora","Walked only",126
"53056","3538547","Tempe","Walked only",68
"53057","3538549","Tenambit","Walked only",14
"53058","3538551","Tennyson (NSW)","Walked only",3
"53059","3538554","Tenterfield","Walked only",91
"53060","3538555","Teralba","Walked only",12
"53061","3538557","Terara","Walked only",8
"53062","3538558","Teridgerie","Walked only",4
"53063","3538559","Termeil","Walked only",3
"53064","3538561","Terrace Creek","Walked only",3
"53065","3538563","Terramungamine","Walked only",3
"53066","3538564","Terranora","Walked only",9
"53067","3538566","Terrey Hills","Walked only",49
"53068","3538567","Terrigal","Walked only",104
"53069","3538568","Terry Hie Hie","Walked only",5
"53070","3538569","Teven","Walked only",11
"53071","3538572","Thalgarrah","Walked only",3
"53072","3538573","Tharbogang","Walked only",10
"53073","3538578","The Channon","Walked only",8
"53074","3538580","The Entrance","Walked only",61
"53075","3538581","The Entrance North","Walked only",7
"53076","3538588","The Hill","Walked only",144
"53077","3538589","The Junction","Walked only",42
"53078","3538590","The Lagoon","Walked only",4
"53079","3538591","The Marra","Walked only",7
"53080","3538593","The Oaks","Walked only",26
"53081","3538596","The Pocket","Walked only",8
"53082","3538597","The Ponds","Walked only",30
"53083","3538598","The Ridgeway","Walked only",4
"53084","3538600","The Rock","Walked only",16
"53085","3538602","The Rocks (Sydney - NSW)","Walked only",144
"53086","3538605","The Whiteman","Walked only",7
"53087","3538606","Theresa Creek (NSW)","Walked only",5
"53088","3538607","Theresa Park","Walked only",15
"53089","3538609","Thirlmere","Walked only",25
"53090","3538610","Thirroul","Walked only",63
"53091","3538611","Thora","Walked only",10
"53092","3538612","Thornleigh","Walked only",104
"53093","3538613","Thornton (NSW)","Walked only",40
"53094","3538615","Thuddungra","Walked only",4
"53095","3538618","Thurgoona","Walked only",61
"53096","3538622","Tibooburra","Walked only",17
"53097","3538625","Tighes Hill","Walked only",30
"53098","3538626","Tilba Tilba","Walked only",6
"53099","3538632","Timbumburi","Walked only",4
"53100","3538633","Timor (NSW)","Walked only",6
"53101","3538636","Tingha","Walked only",10
"53102","3538637","Tingira Heights","Walked only",7
"53103","3538638","Tinonee","Walked only",13
"53104","3538640","Tintenbar","Walked only",14
"53105","3538645","Tirrannaville","Walked only",6
"53106","3538648","Tocumwal","Walked only",66
"53107","3538649","Tolland","Walked only",19
"53108","3538651","Tomago","Walked only",7
"53109","3538652","Tomakin","Walked only",18
"53110","3538653","Tomalla","Walked only",5
"53111","3538656","Tomerong","Walked only",16
"53112","3538658","Tomingley","Walked only",14
"53113","3538664","Tooleybuc","Walked only",14
"53114","3538668","Tooma","Walked only",6
"53115","3538669","Toongabbie (NSW)","Walked only",87
"53116","3538673","Tooraweenah","Walked only",4
"53117","3538674","Toormina","Walked only",60
"53118","3538676","Toothdale","Walked only",4
"53119","3538677","Tootool","Walked only",4
"53120","3538678","Toowoon Bay","Walked only",4
"53121","3538680","Toronto","Walked only",76
"53122","3538682","Torryburn (Dungog - NSW)","Walked only",10
"53123","3538684","Totnes Valley","Walked only",3
"53124","3538685","Tottenham (NSW)","Walked only",16
"53125","3538687","Toukley","Walked only",36
"53126","3538690","Townsend","Walked only",11
"53127","3538691","Towradgi","Walked only",20
"53128","3538694","Trangie","Walked only",48
"53129","3538695","Tregeagle","Walked only",8
"53130","3538696","Tregear","Walked only",13
"53131","3538698","Trentham Cliffs","Walked only",3
"53132","3538702","Trundle","Walked only",24
"53133","3538707","Tucabia","Walked only",8
"53134","3538711","Tuena","Walked only",6
"53135","3538712","Tuggerah","Walked only",34
"53136","3538713","Tuggerawong","Walked only",3
"53137","3538715","Tullakool","Walked only",4
"53138","3538716","Tullamore","Walked only",24
"53139","3538718","Tullera","Walked only",5
"53140","3538719","Tullibigeal","Walked only",3
"53141","3538723","Tumbarumba","Walked only",32
"53142","3538724","Tumbi Umbi","Walked only",23
"53143","3538725","Tumblong","Walked only",3
"53144","3538726","Tumbulgum","Walked only",9
"53145","3538728","Tumut","Walked only",106
"53146","3538731","Tuncurry","Walked only",107
"53147","3538735","Tura Beach","Walked only",13
"53148","3538741","Tuross Head","Walked only",19
"53149","3538742","Turramurra","Walked only",105
"53150","3538743","Turrawan","Walked only",3
"53151","3538744","Turrella","Walked only",17
"53152","3538745","Turvey Park","Walked only",99
"53153","3538746","Tweed Heads","Walked only",166
"53154","3538747","Tweed Heads South","Walked only",78
"53155","3538748","Tweed Heads West","Walked only",29
"53156","3538756","Tyalgum","Walked only",15
"53157","3538757","Tyalgum Creek","Walked only",5
"53158","3538758","Tygalgah","Walked only",3
"53159","3538759","Tyndale","Walked only",6
"53160","3538760","Tyringham","Walked only",6
"53161","3538761","Uarbry","Walked only",4
"53162","3538762","Uki","Walked only",10
"53163","3538763","Ulamambri","Walked only",3
"53164","3538764","Ulan","Walked only",3
"53165","3538765","Ulladulla","Walked only",103
"53166","3538766","Ulmarra","Walked only",13
"53167","3538767","Ulong","Walked only",6
"53168","3538768","Ultimo","Walked only",1303
"53169","3538769","Umina Beach","Walked only",134
"53170","3538770","Unanderra","Walked only",29
"53171","3538773","Ungarie","Walked only",14
"53172","3538774","Unumgar","Walked only",4
"53173","3538777","Upper Burringbar","Walked only",3
"53174","3538779","Upper Colo","Walked only",3
"53175","3538786","Upper Duroby","Walked only",4
"53176","3538791","Upper Horton","Walked only",7
"53177","3538792","Upper Kangaroo River","Walked only",3
"53178","3538795","Upper Lansdowne","Walked only",4
"53179","3538797","Upper Main Arm","Walked only",4
"53180","3538799","Upper Manilla","Walked only",4
"53181","3538802","Upper Nile","Walked only",4
"53182","3538803","Upper Orara","Walked only",10
"53183","3538805","Upper Rollands Plains","Walked only",6
"53184","3538807","Upper Taylors Arm","Walked only",5
"53185","3538813","Uralla (NSW)","Walked only",64
"53186","3538814","Urana","Walked only",24
"53187","3538817","Uranquinty","Walked only",8
"53188","3538819","Urbenville","Walked only",7
"53189","3538823","Urunga","Walked only",43
"53190","3538825","Vacy","Walked only",10
"53191","3538826","Vale Of Clwydd","Walked only",11
"53192","3538827","Valentine","Walked only",13
"53193","3538828","Valery","Walked only",9
"53194","3538829","Valla","Walked only",8
"53195","3538830","Valla Beach","Walked only",10
"53196","3538831","Valley Heights","Walked only",6
"53197","3538832","Varroville","Walked only",5
"53198","3538833","Vaucluse","Walked only",97
"53199","3538834","Verges Creek","Walked only",4
"53200","3538835","Verona","Walked only",10
"53201","3538836","Villawood","Walked only",17
"53202","3538837","Vincentia","Walked only",27
"53203","3538838","Vineyard","Walked only",20
"53204","3538841","Voyager Point","Walked only",5
"53205","3538845","Wagga Wagga","Walked only",452
"53206","3538846","Wagstaffe","Walked only",3
"53207","3538847","Wahroonga","Walked only",288
"53208","3538848","Waitara","Walked only",164
"53209","3538852","Wakool","Walked only",10
"53210","3538854","Walbundrie","Walked only",4
"53211","3538855","Walcha","Walked only",86
"53212","3538858","Walgett","Walked only",115
"53213","3538859","Walla Walla","Walked only",41
"53214","3538860","Wallabadah","Walked only",7
"53215","3538861","Wallabi Point","Walked only",3
"53216","3538862","Wallacetown","Walked only",3
"53217","3538863","Wallacia","Walked only",23
"53218","3538864","Wallaga Lake","Walked only",6
"53219","3538865","Wallagoot","Walked only",7
"53220","3538873","Wallarobba","Walked only",5
"53221","3538874","Wallaroo (NSW)","Walked only",11
"53222","3538875","Wallendbeen","Walked only",10
"53223","3538876","Wallerawang","Walked only",16
"53224","3538880","Wallsend","Walked only",117
"53225","3538884","Wamberal","Walked only",27
"53226","3538885","Wamboin","Walked only",12
"53227","3538887","Wambrook","Walked only",4
"53228","3538888","Wanaaring","Walked only",4
"53229","3538890","Wandella (NSW)","Walked only",6
"53230","3538897","Wangi Wangi","Walked only",21
"53231","3538898","Wantabadgery","Walked only",8
"53232","3538899","Wantagong","Walked only",3
"53233","3538901","Wapengo","Walked only",5
"53234","3538902","Warabrook","Walked only",35
"53235","3538903","Waratah (NSW)","Walked only",90
"53236","3538904","Waratah West","Walked only",37
"53237","3538905","Warburn","Walked only",4
"53238","3538906","Wardell","Walked only",5
"53239","3538910","Wareemba","Walked only",16
"53240","3538911","Warialda","Walked only",43
"53241","3538913","Warilla","Walked only",47
"53242","3538915","Warners Bay","Walked only",56
"53243","3538920","Warragamba","Walked only",9
"53244","3538921","Warragoon","Walked only",4
"53245","3538925","Warral","Walked only",3
"53246","3538927","Warrawee","Walked only",35
"53247","3538929","Warrawong","Walked only",35
"53248","3538933","Warren","Walked only",35
"53249","3538935","Warriewood","Walked only",90
"53250","3538936","Warrimoo","Walked only",8
"53251","3538937","Warroo (NSW)","Walked only",12
"53252","3538939","Warwick Farm","Walked only",208
"53253","3538942","Watagan","Walked only",4
"53254","3538943","Watanobbi","Walked only",16
"53255","3538944","Waterfall","Walked only",3
"53256","3538945","Waterloo (NSW)","Walked only",810
"53257","3538948","Waterview Heights","Walked only",11
"53258","3538949","Watsons Bay","Walked only",76
"53259","3538952","Wattamondara","Walked only",3
"53260","3538953","Wattle Flat (NSW)","Walked only",6
"53261","3538954","Wattle Grove (NSW)","Walked only",38
"53262","3538959","Wauchope","Walked only",77
"53263","3538961","Waukivory","Walked only",3
"53264","3538962","Waverley (NSW)","Walked only",138
"53265","3538963","Waverly","Walked only",3
"53266","3538964","Waverton","Walked only",176
"53267","3538969","Webbers Creek","Walked only",3
"53268","3538971","Wedderburn (NSW)","Walked only",6
"53269","3538973","Wee Waa","Walked only",61
"53270","3538975","Weemelah","Walked only",3
"53271","3538977","Weethalle","Walked only",10
"53272","3538980","Welaregang","Walked only",3
"53273","3538983","Wellington (NSW)","Walked only",79
"53274","3538987","Wentworth (NSW)","Walked only",35
"53275","3538988","Wentworth Falls","Walked only",39
"53276","3538989","Wentworth Point","Walked only",71
"53277","3538990","Wentworthville","Walked only",118
"53278","3538994","Werombi","Walked only",9
"53279","3538997","Werrington","Walked only",17
"53280","3538998","Werrington County","Walked only",13
"53281","3539000","Werris Creek","Walked only",23
"53282","3539001","West Albury","Walked only",28
"53283","3539002","West Ballina","Walked only",30
"53284","3539003","West Bathurst","Walked only",61
"53285","3539006","West Gosford","Walked only",28
"53286","3539007","West Haven","Walked only",9
"53287","3539008","West Hoxton","Walked only",22
"53288","3539009","West Kempsey","Walked only",44
"53289","3539010","West Nowra","Walked only",8
"53290","3539011","West Pennant Hills","Walked only",54
"53291","3539012","West Pymble","Walked only",46
"53292","3539013","West Ryde","Walked only",226
"53293","3539014","West Tamworth","Walked only",125
"53294","3539015","West Wallsend","Walked only",13
"53295","3539017","West Wollongong","Walked only",62
"53296","3539018","West Wyalong","Walked only",78
"53297","3539021","Westdale (Tamworth Regional - NSW)","Walked only",61
"53298","3539022","Westleigh","Walked only",18
"53299","3539023","Westmead","Walked only",481
"53300","3539024","Weston (NSW)","Walked only",20
"53301","3539026","Wetherill Park","Walked only",45
"53302","3539028","Whalan","Walked only",25
"53303","3539029","Whale Beach","Walked only",3
"53304","3539030","Wheeler Heights","Walked only",24
"53305","3539032","Wheeo","Walked only",4
"53306","3539034","Whian Whian","Walked only",3
"53307","3539036","White Cliffs","Walked only",3
"53308","3539037","White Rock (NSW)","Walked only",14
"53309","3539038","Whitebridge","Walked only",15
"53310","3539039","Whiteman Creek","Walked only",3
"53311","3539040","Whitlow","Walked only",4
"53312","3539041","Whittingham","Walked only",5
"53313","3539042","Whitton","Walked only",14
"53314","3539045","Wiangaree","Walked only",3
"53315","3539047","Wickham (NSW)","Walked only",51
"53316","3539048","Widden","Walked only",7
"53317","3539049","Widgelli","Walked only",4
"53318","3539050","Wilberforce (NSW)","Walked only",12
"53319","3539052","Wilcannia","Walked only",52
"53320","3539054","Wildes Meadow","Walked only",7
"53321","3539055","Wiley Park","Walked only",76
"53322","3539057","Willawarrin","Walked only",5
"53323","3539061","Williamtown","Walked only",49
"53324","3539064","Willmot","Walked only",4
"53325","3539065","Willoughby (NSW)","Walked only",128
"53326","3539066","Willoughby East","Walked only",26
"53327","3539067","Willow Tree","Walked only",6
"53328","3539069","Willow Vale (Wingecarribee - NSW)","Walked only",4
"53329","3539072","Wilsons Creek","Walked only",3
"53330","3539073","Wilton (NSW)","Walked only",20
"53331","3539077","Windale","Walked only",21
"53332","3539078","Windang","Walked only",16
"53333","3539079","Windella","Walked only",7
"53334","3539080","Windellama","Walked only",6
"53335","3539082","Windermere (NSW)","Walked only",4
"53336","3539083","Windermere Park","Walked only",4
"53337","3539086","Windradyne","Walked only",14
"53338","3539087","Windsor (NSW)","Walked only",45
"53339","3539088","Windsor Downs","Walked only",3
"53340","3539090","Winegrove","Walked only",4
"53341","3539092","Wingello","Walked only",10
"53342","3539093","Wingen","Walked only",9
"53343","3539094","Wingham","Walked only",56
"53344","3539096","Winmalee","Walked only",57
"53345","3539097","Winston Hills","Walked only",55
"53346","3539106","Wisemans Ferry","Walked only",19
"53347","3539111","Wolgan Valley","Walked only",34
"53348","3539115","Wolli Creek","Walked only",110
"53349","3539117","Wollombi","Walked only",3
"53350","3539118","Wollomombi","Walked only",4
"53351","3539119","Wollongbar","Walked only",13
"53352","3539120","Wollongong","Walked only",1099
"53353","3539121","Wollstonecraft","Walked only",550
"53354","3539122","Wollumboola","Walked only",3
"53355","3539123","Wollun","Walked only",6
"53356","3539124","Wolumla","Walked only",4
"53357","3539125","Wombarra","Walked only",3
"53358","3539129","Womboota","Walked only",6
"53359","3539131","Wonboyn","Walked only",5
"53360","3539135","Wongarbon","Walked only",4
"53361","3539136","Wongawilli","Walked only",3
"53362","3539137","Wongo Creek","Walked only",3
"53363","3539139","Woodberry","Walked only",14
"53364","3539140","Woodbine (NSW)","Walked only",8
"53365","3539141","Woodburn (Richmond Valley - NSW)","Walked only",14
"53366","3539143","Woodcroft (NSW)","Walked only",21
"53367","3539144","Woodenbong","Walked only",33
"53368","3539145","Woodford (NSW)","Walked only",5
"53369","3539146","Woodford Island","Walked only",5
"53370","3539150","Woodlands (Wingecarribee - NSW)","Walked only",6
"53371","3539152","Woodpark","Walked only",9
"53372","3539153","Woodrising","Walked only",5
"53373","3539156","Woodstock (Cowra - NSW)","Walked only",15
"53374","3539157","Woodstock (Inverell - NSW)","Walked only",6
"53375","3539158","Woodstock (Shoalhaven - NSW)","Walked only",8
"53376","3539160","Woodville (NSW)","Walked only",8
"53377","3539162","Woolbrook","Walked only",8
"53378","3539164","Woolgoolga","Walked only",66
"53379","3539165","Wooli","Walked only",10
"53380","3539166","Woollahra","Walked only",325
"53381","3539167","Woollamia","Walked only",6
"53382","3539168","Woolloomooloo","Walked only",919
"53383","3539170","Woolomin","Walked only",5
"53384","3539172","Woolooware","Walked only",52
"53385","3539173","Wooloweyah","Walked only",3
"53386","3539174","Woolwich","Walked only",14
"53387","3539175","Woomargama","Walked only",3
"53388","3539176","Woombah","Walked only",7
"53389","3539177","Woongarrah","Walked only",20
"53390","3539178","Woonona","Walked only",74
"53391","3539179","Wootton","Walked only",3
"53392","3539180","Wooyung","Walked only",5
"53393","3539182","Woronora","Walked only",23
"53394","3539184","Woronora Heights","Walked only",13
"53395","3539185","Worrigee","Walked only",18
"53396","3539187","Woy Woy","Walked only",104
"53397","3539190","Wrights Beach","Walked only",5
"53398","3539192","Wuuluman","Walked only",3
"53399","3539193","Wyalong","Walked only",15
"53400","3539195","Wyanbene","Walked only",3
"53401","3539196","Wyangala","Walked only",4
"53402","3539200","Wyee","Walked only",24
"53403","3539201","Wyee Point","Walked only",3
"53404","3539205","Wyndham (NSW)","Walked only",3
"53405","3539207","Wyoming","Walked only",75
"53406","3539208","Wyong","Walked only",50
"53407","3539209","Wyong Creek","Walked only",7
"53408","3539210","Wyongah","Walked only",12
"53409","3539211","Wyrallah","Walked only",5
"53410","3539215","Yagoona","Walked only",89
"53411","3539217","Yallah","Walked only",4
"53412","3539218","Yallaroi","Walked only",7
"53413","3539220","Yamba (NSW)","Walked only",111
"53414","3539222","Yanco","Walked only",26
"53415","3539226","Yannergee","Walked only",3
"53416","3539230","Yarra","Walked only",3
"53417","3539234","Yarragrin","Walked only",6
